year,state,county,county_code,county_population,annual_adj_deaths,annual_crude_rate_10k,suppressed
2020,OK,Jefferson,40067,5949,39,65.55723651033787,TRUE
2020,OK,Johnston,40069,10824,49,45.26977087952698,TRUE
2020,OK,Kay,40071,43274,350,80.87997411840828,FALSE
2020,OK,Kay,40071,43274,350,80.87997411840828,TRUE
2020,OK,Kingfisher,40073,15806,92,58.20574465392888,FALSE
2020,OK,Kingfisher,40073,15806,92,58.20574465392888,TRUE
2020,OK,Kiowa,40075,8741,96,109.82725088662625,FALSE
2020,OK,Kiowa,40075,8741,96,109.82725088662625,TRUE
2020,OK,Latimer,40077,10132,37,36.51796288985393,TRUE
2020,OK,Le Flore,40079,49935,391,78.30179233002903,FALSE
2020,OK,Le Flore,40079,49935,391,78.30179233002903,TRUE
2020,OK,Lincoln,40081,35045,208,59.35226137822799,FALSE
2020,OK,Lincoln,40081,35045,208,59.35226137822799,TRUE
2020,OK,Logan,40083,48777,220,45.103224880578956,FALSE
2020,OK,Logan,40083,48777,220,45.103224880578956,TRUE
2020,OK,Love,40085,10230,68,66.47116324535679,TRUE
2020,OK,Love,40085,10230,68,66.47116324535679,FALSE
2020,OK,McClain,40087,41348,193,46.67698558575989,FALSE
2020,OK,McClain,40087,41348,193,46.67698558575989,TRUE
2020,OK,McCurtain,40089,32772,231,70.48700109849872,FALSE
2020,OK,McCurtain,40089,32772,231,70.48700109849872,TRUE
2020,OK,McIntosh,40091,19635,156,79.44996180290298,FALSE
2020,OK,McIntosh,40091,19635,156,79.44996180290298,TRUE
2020,OK,Major,40093,7579,48,63.33289352157277,TRUE
2020,OK,Major,40093,7579,48,63.33289352157277,FALSE
2020,OK,Marshall,40095,17114,130,75.96120135561529,TRUE
2020,OK,Marshall,40095,17114,130,75.96120135561529,FALSE
2020,OK,Mayes,40097,41152,225,54.675349922239505,FALSE
2020,OK,Mayes,40097,41152,225,54.675349922239505,TRUE
2020,OK,Murray,40099,13955,126,90.29021855965604,FALSE
2020,OK,Murray,40099,13955,126,90.29021855965604,TRUE
2020,OK,Muskogee,40101,67610,615,90.96287531430262,FALSE
2020,OK,Muskogee,40101,67610,615,90.96287531430262,TRUE
2020,OK,Noble,40103,11113,74,66.58867992441286,FALSE
2020,OK,Noble,40103,11113,74,66.58867992441286,TRUE
2020,OK,Nowata,40105,10076,54,53.592695514092895,TRUE
2020,OK,Okfuskee,40107,11765,102,86.69783255418614,FALSE
2020,OK,Okfuskee,40107,11765,102,86.69783255418614,TRUE
2020,OK,Oklahoma,40109,804041,4635,57.646314056124005,FALSE
2020,OK,Oklahoma,40109,804041,4635,57.646314056124005,TRUE
2020,OK,Okmulgee,40111,38234,291,76.11026834754406,FALSE
2020,OK,Okmulgee,40111,38234,291,76.11026834754406,TRUE
2020,OK,Osage,40113,46642,230,49.31177908322971,FALSE
2020,OK,Osage,40113,46642,230,49.31177908322971,TRUE
2020,OK,Ottawa,40115,30879,211,68.33122834288675,FALSE
2020,OK,Ottawa,40115,30879,211,68.33122834288675,TRUE
2020,OK,Pawnee,40117,16381,102,62.2672608509859,TRUE
2020,OK,Pawnee,40117,16381,102,62.2672608509859,FALSE
2020,OK,Payne,40119,81755,332,40.609137055837564,FALSE
2020,OK,Payne,40119,81755,332,40.609137055837564,TRUE
2020,OK,Pittsburg,40121,43679,309,70.7433778245839,FALSE
2020,OK,Pittsburg,40121,43679,309,70.7433778245839,TRUE
2020,OK,Pontotoc,40123,38397,217,56.51483188790791,FALSE
2020,OK,Pontotoc,40123,38397,217,56.51483188790791,TRUE
2020,OK,Pottawatomie,40125,72998,485,66.44017644319023,TRUE
2020,OK,Pottawatomie,40125,72998,485,66.44017644319023,FALSE
2020,OK,Pushmataha,40127,10970,93,84.77666362807658,FALSE
2020,OK,Pushmataha,40127,10970,93,84.77666362807658,TRUE
2020,OK,Roger Mills,40129,3570,17,47.61904761904762,TRUE
2020,OK,Rogers,40131,93155,511,54.85481187268531,FALSE
2020,OK,Rogers,40131,93155,511,54.85481187268531,TRUE
2020,OK,Seminole,40133,24248,188,77.53216760145166,FALSE
2020,OK,Seminole,40133,24248,188,77.53216760145166,TRUE
2020,OK,Sequoyah,40135,41538,333,80.16755741730464,FALSE
2020,OK,Sequoyah,40135,41538,333,80.16755741730464,TRUE
2020,OK,Stephens,40137,43100,330,76.56612529002321,FALSE
2020,OK,Stephens,40137,43100,330,76.56612529002321,TRUE
2020,OK,Texas,40139,19997,91,45.506826023903585,FALSE
2020,OK,Texas,40139,19997,91,45.506826023903585,TRUE
2020,OK,Tillman,40141,7229,46,63.63259095310555,TRUE
2020,OK,Tillman,40141,7229,46,63.63259095310555,FALSE
2020,OK,Tulsa,40143,657589,3842,58.42555152230345,FALSE
2020,OK,Tulsa,40143,657589,3842,58.42555152230345,TRUE
2020,OK,Wagoner,40145,82925,359,43.29213144407597,FALSE
2020,OK,Wagoner,40145,82925,359,43.29213144407597,TRUE
2020,OK,Washington,40147,52222,363,69.51093408908123,FALSE
2020,OK,Washington,40147,52222,363,69.51093408908123,TRUE
