year,state,county_code,county_population
2021,TX,48185,30287
2021,TX,48187,177036
2021,TX,48189,32220
2021,TX,48191,2845
2021,TX,48193,8229
2021,TX,48195,5159
2021,TX,48197,3552
2021,TX,48199,56973
2021,TX,48201,4728030
2021,TX,48203,69150
2021,TX,48205,5397
2021,TX,48207,5411
2021,TX,48209,255397
2021,TX,48211,3271
2021,TX,48213,83667
2021,TX,48215,880356
2021,TX,48217,36471
2021,TX,48219,21363
2021,TX,48221,64222
2021,TX,48223,37211
2021,TX,48225,22241
2021,TX,48227,34128
2021,TX,48229,3287
2021,TX,48231,103394
2021,TX,48233,20495
2021,TX,48235,1552
2021,TX,48237,8712
2021,TX,48239,15121
2021,TX,48241,32975
2021,TX,48243,1949
2021,TX,48245,253704
2021,TX,48247,4801
2021,TX,48249,38847
2021,TX,48251,187280
2021,TX,48253,19873
2021,TX,48255,14754
2021,TX,48257,157768
2021,TX,48259,46788
2021,TX,48261,340
2021,TX,48263,749
2021,TX,48265,53161
2021,TX,48267,4365
2021,TX,48269,258
2021,TX,48271,3130
2021,TX,48273,30635
2021,TX,48275,3351
2021,TX,48277,50098
2021,TX,48279,12898
2021,TX,48281,22252
2021,TX,48283,6670
2021,TX,48285,20544
2021,TX,48287,17706
2021,TX,48289,15959
2021,TX,48291,97621
2021,TX,48293,22119
2021,TX,48295,2931
2021,TX,48297,11377
2021,TX,48299,21978
2021,TX,48301,57
2021,TX,48303,314451
2021,TX,48305,5688
2021,TX,48307,7533
2021,TX,48309,263115
2021,TX,48311,608
2021,TX,48313,13718
2021,TX,48315,9645
2021,TX,48317,5211
2021,TX,48319,3943
2021,TX,48321,36344
2021,TX,48323,58056
2021,TX,48325,51981
2021,TX,48327,1982
2021,TX,48329,167969
2021,TX,48331,25106
2021,TX,48333,4480
2021,TX,48335,9070
2021,TX,48337,20409
2021,TX,48339,648886
2021,TX,48341,21118
2021,TX,48343,12030
2021,TX,48345,1067
2021,TX,48347,64668
2021,TX,48349,53591
2021,TX,48351,12241
2021,TX,48353,14597
2021,TX,48355,353079
2021,TX,48357,9782
2021,TX,48359,1717
2021,TX,48361,84742
2021,TX,48363,28686
2021,TX,48365,22675
2021,TX,48367,156764
2021,TX,48369,9813
2021,TX,48371,15118
2021,TX,48373,51899
2021,TX,48375,116547
2021,TX,48377,6140
2021,TX,48379,12509
2021,TX,48381,143854
2021,TX,48383,3253
2021,TX,48385,2826
2021,TX,48387,11555
2021,TX,48389,14487
2021,TX,48391,6756
2021,TX,48393,797
2021,TX,48395,16958
2021,TX,48397,116381
2021,TX,48399,9943
2021,TX,48401,52743
2021,TX,48403,10039
2021,TX,48405,7922
2021,TX,48407,27878
2021,TX,48409,69699
2021,TX,48411,5827
2021,TX,48413,2429
2021,TX,48415,16824
2021,TX,48417,3212
2021,TX,48419,23939
2021,TX,48421,2798
2021,TX,48423,237186
2021,TX,48425,9469
2021,TX,48427,66049
2021,TX,48429,9173
2021,TX,48431,1381
2021,TX,48433,1217
2021,TX,48435,3319
2021,TX,48437,7008
2021,TX,48439,2126477
2021,TX,48441,143326
2021,TX,48443,724
2021,TX,48445,11754
2021,TX,48447,1495
2021,TX,48449,31183
2021,TX,48451,119411
2021,TX,48453,1305154
2021,TX,48455,13827
2021,TX,48457,20077
2021,TX,48459,41774
2021,TX,48461,3265
2021,TX,48463,24729
2021,TX,48465,47564
2021,TX,48467,61275
2021,TX,48469,90964
2021,TX,48471,77977
2021,TX,48473,59781
2021,TX,48475,11194
2021,TX,48477,35891
2021,TX,48479,267945
2021,TX,48481,41721
2021,TX,48483,4927
2021,TX,48485,130069
2021,TX,48487,12731
2021,TX,48489,20316
2021,TX,48491,643026
2021,TX,48493,51257
2021,TX,48495,7415
2021,TX,48497,71714
2021,TX,48499,45875
2021,TX,48501,7607
2021,TX,48503,17977
2021,TX,48505,13908
2021,TX,48507,9534
