year,state,county,county_code,county_population,annual_adj_deaths,annual_crude_rate_10k
2018,TX,Rusk,48401,54450,346,63.544536271808994
2018,TX,Sabine,48403,10589,94,88.77136651241855
2018,TX,San Augustine,48405,8232,86,104.4703595724004
2018,TX,San Jacinto,48407,28719,157,54.667641630976014
2018,TX,San Patricio,48409,66893,356,53.219320407217495
2018,TX,San Saba,48411,6054,43,71.02741988767757
2018,TX,Schleicher,48413,2895,22,75.99309153713298
2018,TX,Scurry,48415,16866,125,74.11360132811573
2018,TX,Shackelford,48417,3253,13,39.96311097448509
2018,TX,Shelby,48419,25418,172,67.66858132032418
2018,TX,Sherman,48421,3079,17,55.21273140630075
2018,TX,Smith,48423,230221,1463,63.547634664083645
2018,TX,Somervell,48425,9016,68,75.42147293700089
2018,TX,Starr,48427,64525,281,43.54901201084851
2018,TX,Stephens,48429,9433,61,64.66659599279127
2018,TX,Sterling,48431,1311,10,76.27765064836002
2018,TX,Stonewall,48433,1362,14,102.79001468428781
2018,TX,Sutton,48435,3758,16,42.57583821181479
2018,TX,Swisher,48437,7462,56,75.046904315197
2018,TX,Tarrant,48439,2084931,8745,41.94383411249581
2018,TX,Taylor,48441,137640,1006,73.08921825050857
2018,TX,Terrell,48443,823,1,12.15066828675577
2018,TX,Terry,48445,12287,76,61.8539920240905
2018,TX,Throckmorton,48447,1515,11,72.60726072607261
2018,TX,Titus,48449,33033,183,55.39914630823721
2018,TX,Tom Green,48451,118189,656,55.504319352900865
2018,TX,Travis,48453,1248743,3738,29.934101732702402
2018,TX,Trinity,48455,14740,161,109.22659430122117
2018,TX,Tyler,48457,21696,167,76.97271386430678
2018,TX,Upshur,48459,41260,256,62.04556471158507
2018,TX,Upton,48461,3671,21,57.20512122037592
2018,TX,Uvalde,48463,26846,169,62.95165015272294
2018,TX,Val Verde,48465,49208,255,51.820842139489514
2018,TX,Van Zandt,48467,56019,416,74.2605187525661
2018,TX,Victoria,48469,92035,541,58.78198511435867
2018,TX,Walker,48471,72480,377,52.01434878587197
2018,TX,Waller,48473,53126,194,36.51695968075895
2018,TX,Ward,48475,11720,70,59.72696245733789
2018,TX,Washington,48477,35108,254,72.34818275037028
2018,TX,Webb,48479,275910,852,30.879634663477223
2018,TX,Wharton,48481,41619,297,71.3616377135443
2018,TX,Wheeler,48483,5191,53,102.09978809477943
2018,TX,Wichita,48485,132064,985,74.58504967288587
2018,TX,Wilbarger,48487,12820,123,95.94383775351014
2018,TX,Willacy,48489,21515,109,50.66232860794794
2018,TX,Williamson,48491,566719,1924,33.94980581205147
2018,TX,Wilson,48493,50224,248,49.378783051927364
2018,TX,Winkler,48495,7720,38,49.222797927461144
2018,TX,Wise,48497,68305,396,57.9752580338189
2018,TX,Wood,48499,45129,402,89.07797646745996
2018,TX,Yoakum,48501,8591,39,45.39634501222209
2018,TX,Young,48503,18045,164,90.88390135771682
2018,TX,Zapata,48505,14190,64,45.102184637068355
2018,TX,Zavala,48507,11983,86,71.76833847951265
2019,TX,Anderson,48001,57735,405,70.14809041309431
2019,TX,Andrews,48003,18705,79,42.23469660518578
2019,TX,Angelina,48005,86715,611,70.46070460704607
2019,TX,Aransas,48007,23510,168,71.45895363675032
2019,TX,Archer,48009,8553,66,77.16590669940372
2019,TX,Armstrong,48011,1887,16,84.79067302596715
2019,TX,Atascosa,48013,51153,254,49.654956698531855
2019,TX,Austin,48015,30032,174,57.938199254128925
2019,TX,Bailey,48017,7000,40,57.142857142857146
2019,TX,Bandera,48019,23112,140,60.57459328487366
2019,TX,Bastrop,48021,88723,379,42.71722101371685
2019,TX,Baylor,48023,3509,52,148.1903676261043
2019,TX,Bee,48025,32565,160,49.132504222324584
2019,TX,Bell,48027,362924,1538,42.37801853831656
2019,TX,Bexar,48029,2003554,7473,37.298720174250356
2019,TX,Blanco,48031,11931,51,42.74578828262509
2019,TX,Borden,48033,654,1,15.290519877675841
2019,TX,Bosque,48035,18685,179,95.7987690660958
2019,TX,Bowie,48037,93245,658,70.5667864228645
2019,TX,Brazoria,48039,374264,1425,38.074727999486996
2019,TX,Brazos,48041,229211,690,30.103267295199622
2019,TX,Brewster,48043,9203,56,60.84972291644029
2019,TX,Briscoe,48045,1546,12,77.61966364812419
2019,TX,Brooks,48047,7093,55,77.54123784012407
2019,TX,Brown,48049,37864,378,99.83097401225439
2019,TX,Burleson,48051,18443,138,74.82513690831209
2019,TX,Burnet,48053,48155,309,64.16779150659329
2019,TX,Caldwell,48055,43664,245,56.11029681201906
2019,TX,Calhoun,48057,21290,142,66.69798027242837
2019,TX,Callahan,48059,13943,103,73.87219393243922
2019,TX,Cameron,48061,423163,1693,40.008223781379755
2019,TX,Camp,48063,13094,86,65.67893691767222
2019,TX,Carson,48065,5926,25,42.18697266284171
2019,TX,Cass,48067,30026,242,80.59681609271964
2019,TX,Castro,48069,7530,39,51.79282868525897
2019,TX,Chambers,48071,43837,169,38.55190820539727
2019,TX,Cherokee,48073,52646,333,63.25266876875737
2019,TX,Childress,48075,7306,69,94.44292362441828
2019,TX,Clay,48077,10471,93,88.81673192627255
2019,TX,Cochran,48079,2853,19,66.59656501927795
2019,TX,Coke,48081,3387,30,88.57395925597875
2019,TX,Coleman,48083,8175,108,132.11009174311928
2019,TX,Collin,48085,1034730,3002,29.01239936988393
2019,TX,Collingsworth,48087,2920,27,92.46575342465754
2019,TX,Colorado,48089,21493,191,88.8661424649886
2019,TX,Comal,48091,156209,756,48.39669929389472
2019,TX,Comanche,48093,13635,116,85.07517418408507
2019,TX,Concho,48095,2726,21,77.03595011005136
2019,TX,Cooke,48097,41257,306,74.16923188792205
2019,TX,Coryell,48099,75951,331,43.58072968097853
2019,TX,Cottle,48101,1398,12,85.83690987124463
2019,TX,Crane,48103,4797,33,68.79299562226392
2019,TX,Crockett,48105,3464,32,92.37875288683603
2019,TX,Crosby,48107,5737,46,80.18127941432805
2019,TX,Culberson,48109,2171,19,87.51727314601565
2019,TX,Dallam,48111,7287,26,35.679978043090436
2019,TX,Dallas,48113,2635516,10741,40.7548275176474
2019,TX,Dawson,48115,12728,84,65.99622878692645
2019,TX,Deaf Smith,48117,18546,90,48.52798447104497
2019,TX,Delta,48119,5331,26,48.77133746013882
2019,TX,Denton,48121,887207,2560,28.854596503409013
2019,TX,DeWitt,48123,20160,204,101.19047619047619
2019,TX,Dickens,48125,2211,21,94.9796472184532
2019,TX,Dimmit,48127,10124,66,65.19162386408534
2019,TX,Donley,48129,3278,31,94.56985967053082
2019,TX,Duval,48131,11157,74,66.32607331719997
2019,TX,Eastland,48133,18360,175,95.31590413943354
2019,TX,Ector,48135,166223,789,47.46635543817643
2019,TX,Edwards,48137,1932,13,67.28778467908903
2019,TX,Ellis,48139,184826,788,42.63469425297307
2019,TX,El Paso,48141,839238,3162,37.67703559657689
2019,TX,Erath,48143,42698,191,44.732774368822895
2019,TX,Falls,48145,17297,107,61.860438226282014
2019,TX,Fannin,48147,35514,292,82.22109590583995
2019,TX,Fayette,48149,25346,209,82.45877061469265
2019,TX,Fisher,48151,3830,23,60.052219321148826
2019,TX,Floyd,48153,5712,41,71.77871148459383
2019,TX,Foard,48155,1155,15,129.8701298701299
2019,TX,Fort Bend,48157,811688,2261,27.855530696523786
2019,TX,Franklin,48159,10725,63,58.74125874125874
2019,TX,Freestone,48161,19717,151,76.5836587716184
2019,TX,Frio,48163,20306,95,46.784201713779176
2019,TX,Gaines,48165,21492,83,38.61902103108133
2019,TX,Galveston,48167,342139,1684,49.219761558898576
2019,TX,Garza,48169,6229,30,48.16182372772516
2019,TX,Gillespie,48171,26988,222,82.258781680747
2019,TX,Glasscock,48173,1409,1,7.097232079488999
2019,TX,Goliad,48175,7658,44,57.4562548968399
2019,TX,Gonzales,48177,20837,142,68.14800595095264
2019,TX,Gray,48179,21886,162,74.01992141094765
2019,TX,Grayson,48181,136212,964,70.77203183273133
2019,TX,Gregg,48183,123945,840,67.77199564322885
2019,TX,Grimes,48185,28880,189,65.4432132963989
2019,TX,Guadalupe,48187,166847,665,39.85687486139996
2019,TX,Hale,48189,33406,217,64.958390708256
2019,TX,Hall,48191,2964,31,104.58839406207827
2019,TX,Hamilton,48193,8461,73,86.27821770476304
2019,TX,Hansford,48195,5399,41,75.93998888683089
2019,TX,Hardeman,48197,3933,33,83.90541571319604
2019,TX,Hardin,48199,57602,400,69.44203326273393
2019,TX,Harris,48201,4713325,16039,34.029055921244556
2019,TX,Harrison,48203,66553,360,54.09222724745691
2019,TX,Hartley,48205,5576,28,50.21520803443328
2019,TX,Haskell,48207,5658,55,97.20749381406858
2019,TX,Hays,48209,230191,681,29.58412796330004
2019,TX,Hemphill,48211,3819,26,68.08064938465567
2019,TX,Henderson,48213,82737,679,82.06727340851131
2019,TX,Hidalgo,48215,868707,3165,36.433458001374454
2019,TX,Hill,48217,36649,282,76.94616497039483
2019,TX,Hockley,48219,23021,131,56.904565396811606
2019,TX,Hood,48221,61643,501,81.27443505345295
2019,TX,Hopkins,48223,37084,269,72.53802178837235
2019,TX,Houston,48225,22968,178,77.49912922326715
2019,TX,Howard,48227,36664,207,56.458651538293694
2019,TX,Hudspeth,48229,4886,22,45.02660663119116
2019,TX,Hunt,48231,98594,583,59.13138730551555
2019,TX,Hutchinson,48233,20938,150,71.64008023688987
2019,TX,Irion,48235,1536,1,6.510416666666666
2019,TX,Jack,48237,8935,61,68.27084499160604
2019,TX,Jackson,48239,14760,98,66.39566395663957
2019,TX,Jasper,48241,35529,271,76.27571842720032
2019,TX,Jeff Davis,48243,2274,14,61.56552330694811
2019,TX,Jefferson,48245,251565,1536,61.05777830779322
2019,TX,Jim Hogg,48247,5200,29,55.76923076923077
2019,TX,Jim Wells,48249,40482,258,63.732029049948125
2019,TX,Johnson,48251,175817,956,54.37471916822605
2019,TX,Jones,48253,20083,109,54.27475974704974
2019,TX,Karnes,48255,15601,98,62.816486122684445
2019,TX,Kaufman,48257,136154,686,50.38412385974705
2019,TX,Kendall,48259,47431,244,51.44314899538277
2019,TX,Kenedy,48261,404,1,24.752475247524753
2019,TX,Kent,48263,762,1,13.123359580052494
2019,TX,Kerr,48265,52600,431,81.93916349809886
2019,TX,Kimble,48267,4337,19,43.809084620705555
2019,TX,King,48269,272,1,36.76470588235294
2019,TX,Kinney,48271,3667,25,68.17562039814563
2019,TX,Kleberg,48273,30680,193,62.90743155149935
2019,TX,Knox,48275,3664,36,98.2532751091703
2019,TX,Lamar,48277,49859,398,79.82510680117933
2019,TX,Lamb,48279,12893,108,83.76638486000155
2019,TX,Lampasas,48281,21428,147,68.60182938211686
2019,TX,La Salle,48283,7520,24,31.914893617021274
2019,TX,Lavaca,48285,20154,182,90.30465416294531
2019,TX,Lee,48287,17239,92,53.36736469632809
2019,TX,Leon,48289,17404,126,72.39715008044128
2019,TX,Liberty,48291,88219,433,49.082397216019224
2019,TX,Limestone,48293,23437,210,89.6019115074455
2019,TX,Lipscomb,48295,3233,18,55.67584287039901
2019,TX,Live Oak,48297,12207,62,50.790530023756865
2019,TX,Llano,48299,21795,201,92.22298692360633
2019,TX,Loving,48301,169,1,59.171597633136095
2019,TX,Lubbock,48303,310569,1629,52.45211209103291
2019,TX,Lynn,48305,5951,33,55.45286506469501
2019,TX,McCulloch,48307,7984,82,102.70541082164328
2019,TX,McLennan,48309,256623,1481,57.711117086153614
2019,TX,McMullen,48311,743,1,13.458950201884253
2019,TX,Madison,48313,14284,84,58.80705684682162
2019,TX,Marion,48315,9854,82,83.21493809620459
2019,TX,Martin,48317,5771,33,57.18246404435973
2019,TX,Mason,48319,4274,26,60.83294337856809
2019,TX,Matagorda,48321,36643,258,70.40908222580029
2019,TX,Maverick,48323,58722,290,49.385238922380026
2019,TX,Medina,48325,51584,279,54.08653846153846
2019,TX,Menard,48327,2138,21,98.22263797942001
2019,TX,Midland,48329,176832,728,41.1690191820485
2019,TX,Milam,48331,24823,153,61.63638561011965
2019,TX,Mills,48333,4873,54,110.81469320746973
2019,TX,Mitchell,48335,8545,56,65.5354008191925
2019,TX,Montague,48337,19818,209,105.45968311635886
2019,TX,Montgomery,48339,607391,2094,34.475321498013635
2019,TX,Moore,48341,20940,92,43.935052531041066
2019,TX,Morris,48343,12388,112,90.41007426541815
2019,TX,Motley,48345,1200,20,166.66666666666666
2019,TX,Nacogdoches,48347,65204,375,57.51180909146678
2019,TX,Navarro,48349,50113,349,69.64260770658312
2019,TX,Newton,48351,13595,76,55.90290547995587
2019,TX,Nolan,48353,14714,124,84.27348103846677
2019,TX,Nueces,48355,362294,1666,45.98475271464611
2019,TX,Ochiltree,48357,9836,39,39.650264335095564
2019,TX,Oldham,48359,2112,11,52.08333333333333
2019,TX,Orange,48361,83396,525,62.95265959998081
2019,TX,Palo Pinto,48363,29189,197,67.4911781835623
2019,TX,Panola,48365,23194,166,71.57023368112442
2019,TX,Parker,48367,142878,800,55.99182519352174
2019,TX,Parmer,48369,9605,42,43.72722540343571
2019,TX,Pecos,48371,15823,69,43.60740693926563
2019,TX,Polk,48373,51353,408,79.45008081319494
2019,TX,Potter,48375,117415,851,72.47796278158668
2019,TX,Presidio,48377,6704,29,43.25775656324582
2019,TX,Rains,48379,12514,65,51.94182515582548
2019,TX,Randall,48381,137713,668,48.50667692955639
2019,TX,Reagan,48383,3849,12,31.17692907248636
2019,TX,Real,48385,3452,19,55.040556199304746
2019,TX,Red River,48387,12023,129,107.2943524910588
2019,TX,Reeves,48389,15976,81,50.70105157736605
2019,TX,Refugio,48391,6948,52,74.84168105929764
2019,TX,Roberts,48393,854,1,11.7096018735363
2019,TX,Robertson,48395,17074,106,62.08269884034204
2019,TX,Rockwall,48397,104915,399,38.030786827431726
2019,TX,Runnels,48399,10264,100,97.42790335151987
2019,TX,Rusk,48401,54406,346,63.59592691982502
2019,TX,Sabine,48403,10542,103,97.70442041358376
2019,TX,San Augustine,48405,8237,85,103.19291004006313
2019,TX,San Jacinto,48407,28859,164,56.828025919124016
2019,TX,San Patricio,48409,66730,349,52.30031470103402
2019,TX,San Saba,48411,6055,38,62.75805119735756
2019,TX,Schleicher,48413,2793,16,57.28607232366631
2019,TX,Scurry,48415,16703,101,60.46817936897563
2019,TX,Shackelford,48417,3265,22,67.3813169984686
2019,TX,Shelby,48419,25274,190,75.17607026984253
2019,TX,Sherman,48421,3022,22,72.7994705493051
2019,TX,Smith,48423,232751,1435,61.65387044523976
2019,TX,Somervell,48425,9128,62,67.92287467134094
2019,TX,Starr,48427,64633,297,45.9517583896771
2019,TX,Stephens,48429,9366,70,74.73841554559043
2019,TX,Sterling,48431,1291,10,77.45933384972889
2019,TX,Stonewall,48433,1350,15,111.11111111111111
2019,TX,Sutton,48435,3776,20,52.96610169491525
2019,TX,Swisher,48437,7397,55,74.35446802757875
2019,TX,Tarrant,48439,2102515,8723,41.48840793050228
2019,TX,Taylor,48441,138034,986,71.43167625367663
2019,TX,Terrell,48443,776,1,12.88659793814433
2019,TX,Terry,48445,12337,86,69.70900543081787
2019,TX,Throckmorton,48447,1501,13,86.6089273817455
2019,TX,Titus,48449,32750,176,53.74045801526717
2019,TX,Tom Green,48451,119200,590,49.49664429530202
2019,TX,Travis,48453,1273954,3461,27.167385949571177
2019,TX,Trinity,48455,14651,122,83.27076650058017
2019,TX,Tyler,48457,21672,155,71.52085640457733
2019,TX,Upshur,48459,41753,273,65.38452326778913
2019,TX,Upton,48461,3657,16,43.75170905113481
2019,TX,Uvalde,48463,26741,190,71.05194270969672
2019,TX,Val Verde,48465,49025,268,54.66598674145844
2019,TX,Van Zandt,48467,56590,401,70.86057607351123
2019,TX,Victoria,48469,92084,552,59.94526736458017
2019,TX,Walker,48471,72971,333,45.63456715681572
2019,TX,Waller,48473,55246,211,38.19281033921008
2019,TX,Ward,48475,11998,61,50.84180696782797
2019,TX,Washington,48477,35882,221,61.590769745276184
2019,TX,Webb,48479,276652,929,33.58009340254182
2019,TX,Wharton,48481,41556,289,69.54471075175667
2019,TX,Wheeler,48483,5056,36,71.20253164556962
2019,TX,Wichita,48485,132230,971,73.43265522196174
2019,TX,Wilbarger,48487,12769,110,86.14613517111755
2019,TX,Willacy,48489,21358,103,48.22548927802229
2019,TX,Williamson,48491,590551,1863,31.546809674354968
2019,TX,Wilson,48493,51070,251,49.14822792245938
2019,TX,Winkler,48495,8010,47,58.67665418227216
2019,TX,Wise,48497,69984,413,59.013488797439415
2019,TX,Wood,48499,45539,412,90.47190320384726
2019,TX,Yoakum,48501,8713,43,49.351543670377595
2019,TX,Young,48503,18010,159,88.28428650749584
2019,TX,Zapata,48505,14179,66,46.54771140418929
2019,TX,Zavala,48507,11840,63,53.20945945945946
2020,TX,Anderson,48001,57805,366,63.31632211746389
2020,TX,Andrews,48003,18879,78,41.31574765612585
2020,TX,Angelina,48005,86796,654,75.34909442831467
2020,TX,Aransas,48007,23814,189,79.36507936507937
2020,TX,Archer,48009,8730,49,56.1282932416953
2020,TX,Armstrong,48011,1869,22,117.7100053504548
2020,TX,Atascosa,48013,51724,260,50.26680071146856
2020,TX,Austin,48015,29972,171,57.053249699719736
2020,TX,Bailey,48017,6697,47,70.18067791548455
2020,TX,Bandera,48019,23861,157,65.79774527471606
2020,TX,Bastrop,48021,91601,388,42.357616183229446
2020,TX,Baylor,48023,3518,42,119.38601478112564
2020,TX,Bee,48025,32513,161,49.518654076830806
2020,TX,Bell,48027,369927,1476,39.89976400749337
2020,TX,Bexar,48029,2026823,7081,34.93644980346088
2020,TX,Blanco,48031,12269,57,46.45855407938707
2020,TX,Borden,48033,706,1,14.164305949008499
2020,TX,Bosque,48035,18603,169,90.84556254367574
2020,TX,Bowie,48037,93481,604,64.6120602047475
2020,TX,Brazoria,48039,380518,1453,38.18479020703357
2020,TX,Brazos,48041,232555,687,29.54139880888392
2020,TX,Brewster,48043,9237,51,55.21273140630075
2020,TX,Briscoe,48045,1487,14,94.1492938802959
2020,TX,Brooks,48047,6964,56,80.41355542791499
2020,TX,Brown,48049,37633,411,109.21265910238354
2020,TX,Burleson,48051,18514,121,65.35594685103165
2020,TX,Burnet,48053,49653,285,57.39834451090569
2020,TX,Caldwell,48055,43979,257,58.436981286523114
2020,TX,Calhoun,48057,21001,160,76.18684824532166
2020,TX,Callahan,48059,14110,127,90.00708717221828
2020,TX,Cameron,48061,424180,1781,41.98689235701825
2020,TX,Camp,48063,13060,96,73.50689127105666
2020,TX,Carson,48065,5854,50,85.41168431841476
2020,TX,Cass,48067,29879,300,100.40496669901937
2020,TX,Castro,48069,7396,40,54.08328826392645
2020,TX,Chambers,48071,45590,198,43.43057688089493
2020,TX,Cherokee,48073,52875,360,68.08510638297872
2020,TX,Childress,48075,7143,59,82.59834803303934
2020,TX,Clay,48077,10550,92,87.20379146919431
2020,TX,Cochran,48079,2897,16,55.22954780807732
2020,TX,Coke,48081,3323,37,111.34517002708397
2020,TX,Coleman,48083,8100,86,106.17283950617285
2020,TX,Collin,48085,1072069,3070,28.636216512183452
2020,TX,Collingsworth,48087,2877,32,111.22697254084116
2020,TX,Colorado,48089,21610,196,90.6987505784359
2020,TX,Comal,48091,164812,699,42.41196029415334
2020,TX,Comanche,48093,13750,121,88
2020,TX,Concho,48095,2827,17,60.13441811107181
2020,TX,Cooke,48097,41393,262,63.295726330538976
2020,TX,Coryell,48099,76737,332,43.264657205780786
2020,TX,Cottle,48101,1363,22,161.40865737344092
2020,TX,Crane,48103,4765,24,50.36726128016789
2020,TX,Crockett,48105,3513,31,88.24366638200968
2020,TX,Crosby,48107,5567,51,91.61128076163105
2020,TX,Culberson,48109,2149,19,88.41321544904606
2020,TX,Dallam,48111,7273,38,52.24804069847381
2020,TX,Dallas,48113,2635888,10605,40.23312067887558
2020,TX,Dawson,48115,12974,79,60.89101279482041
2020,TX,Deaf Smith,48117,18277,97,53.07216720468348
2020,TX,Delta,48119,5349,50,93.47541596560104
2020,TX,Denton,48121,919324,2577,28.03146659937084
2020,TX,DeWitt,48123,20174,180,89.22375334589076
2020,TX,Dickens,48125,2140,23,107.4766355140187
2020,TX,Dimmit,48127,9925,66,66.49874055415617
2020,TX,Donley,48129,3308,36,108.82708585247885
2020,TX,Duval,48131,11058,65,58.78097305118467
2020,TX,Eastland,48133,18388,168,91.36393299978246
2020,TX,Ector,48135,167701,776,46.27283081198085
2020,TX,Edwards,48137,1923,14,72.80291211648466
2020,TX,Ellis,48139,191760,830,43.28327075511056
2020,TX,El Paso,48141,841286,3294,39.15434228074638
2020,TX,Erath,48143,43224,200,46.27059041273367
2020,TX,Falls,48145,17275,113,65.4124457308249
2020,TX,Fannin,48147,35913,280,77.96619608498315
2020,TX,Fayette,48149,25547,250,97.85884839707207
2020,TX,Fisher,48151,3784,27,71.35306553911205
2020,TX,Floyd,48153,5672,75,132.22849083215797
2020,TX,Foard,48155,1135,21,185.02202643171807
2020,TX,Fort Bend,48157,839706,2297,27.35481227953593
2020,TX,Franklin,48159,10821,76,70.23380463912763
2020,TX,Freestone,48161,19874,149,74.97232565160512
2020,TX,Frio,48163,20379,99,48.57941999116738
2020,TX,Gaines,48165,21996,84,38.18876159301691
2020,TX,Galveston,48167,345089,1677,48.59615925167131
2020,TX,Garza,48169,6222,35,56.252009000321436
2020,TX,Gillespie,48171,26960,195,72.3293768545994
2020,TX,Glasscock,48173,1439,2,13.89854065323141
2020,TX,Goliad,48175,7626,41,53.763440860215056
2020,TX,Gonzales,48177,20948,154,73.5153713958373
2020,TX,Gray,48179,21658,145,66.94985686582325
2020,TX,Grayson,48181,138318,970,70.12825518009225
2020,TX,Gregg,48183,124229,884,71.15890814544107
2020,TX,Grimes,48185,29614,185,62.47045316404403
2020,TX,Guadalupe,48187,170608,603,35.34418081215418
2020,TX,Hale,48189,32754,186,56.78695731819014
2020,TX,Hall,48191,2939,33,112.28308948621981
2020,TX,Hamilton,48193,8557,72,84.14163842468155
2020,TX,Hansford,48195,5279,47,89.03201363894678
2020,TX,Hardeman,48197,4011,54,134.62976813762154
2020,TX,Hardin,48199,58305,373,63.97393019466598
2020,TX,Harris,48201,4738253,16090,33.95766329911045
2020,TX,Harrison,48203,66386,409,61.609375470731784
2020,TX,Hartley,48205,5443,35,64.30277420540143
2020,TX,Haskell,48207,5754,51,88.63399374348279
2020,TX,Hays,48209,241365,639,26.474426698154247
2020,TX,Hemphill,48211,3777,16,42.36166269526079
2020,TX,Henderson,48213,83792,674,80.43727324804277
2020,TX,Hidalgo,48215,875200,3195,36.50594149908592
2020,TX,Hill,48217,37006,293,79.17634978111657
2020,TX,Hockley,48219,22921,144,62.824484097552464
2020,TX,Hood,48221,63527,504,79.33634517606687
2020,TX,Hopkins,48223,37170,253,68.06564433683077
2020,TX,Houston,48225,22835,186,81.45390847383402
2020,TX,Howard,48227,36540,241,65.95511767925561
2020,TX,Hudspeth,48229,4906,16,32.61312678353037
2020,TX,Hunt,48231,99807,584,58.51292995481279
2020,TX,Hutchinson,48233,20677,146,70.60985636214151
2020,TX,Irion,48235,1564,1,6.3938618925831205
2020,TX,Jack,48237,9056,61,67.35865724381625
2020,TX,Jackson,48239,14854,113,76.07378483910058
2020,TX,Jasper,48241,35375,281,79.43462897526501
2020,TX,Jeff Davis,48243,2220,15,67.56756756756756
2020,TX,Jefferson,48245,250127,1595,63.76760605612349
2020,TX,Jim Hogg,48247,5184,36,69.44444444444444
2020,TX,Jim Wells,48249,40452,270,66.74577276772472
2020,TX,Johnson,48251,179575,945,52.62425170541557
2020,TX,Jones,48253,19875,134,67.42138364779873
2020,TX,Karnes,48255,15562,109,70.04241100115667
2020,TX,Kaufman,48257,143198,652,45.53136216986271
2020,TX,Kendall,48259,48523,227,46.781938462172576
2020,TX,Kenedy,48261,379,2,52.770448548812666
2020,TX,Kent,48263,786,10,127.22646310432569
2020,TX,Kerr,48265,52869,457,86.44006884942027
2020,TX,Kimble,48267,4396,29,65.9690627843494
2020,TX,King,48269,283,1,35.3356890459364
2020,TX,Kinney,48271,3670,22,59.94550408719346
2020,TX,Kleberg,48273,30338,168,55.37609598523304
2020,TX,Knox,48275,3683,45,122.18300298669563
2020,TX,Lamar,48277,49905,406,81.35457369001102
2020,TX,Lamb,48279,12710,114,89.6931549960661
2020,TX,Lampasas,48281,21789,146,67.00628757629997
2020,TX,La Salle,48283,7500,39,52
2020,TX,Lavaca,48285,20216,200,98.93153937475267
2020,TX,Lee,48287,17397,129,74.1507156406277
2020,TX,Leon,48289,17493,123,70.31383982164294
2020,TX,Liberty,48291,91547,369,40.30716462582061
2020,TX,Limestone,48293,23340,210,89.97429305912597
2020,TX,Lipscomb,48295,3111,21,67.50241080038573
2020,TX,Live Oak,48297,12324,75,60.85686465433301
2020,TX,Llano,48299,21958,204,92.90463612350851
2020,TX,Loving,48301,181,0,0
2020,TX,Lubbock,48303,314772,1607,51.05282553721424
2020,TX,Lynn,48305,6025,52,86.30705394190872
2020,TX,McCulloch,48307,7823,69,88.20145724146748
2020,TX,McLennan,48309,259730,1515,58.32980402725908
2020,TX,McMullen,48311,721,7,97.08737864077669
2020,TX,Madison,48313,14427,87,60.30359742150136
2020,TX,Marion,48315,9960,106,106.42570281124497
2020,TX,Martin,48317,5816,41,70.49518569463548
2020,TX,Mason,48319,4344,21,48.34254143646409
2020,TX,Matagorda,48321,36725,247,67.2566371681416
2020,TX,Maverick,48323,58378,270,46.250299770461474
2020,TX,Medina,48325,52358,246,46.98422399633294
2020,TX,Menard,48327,2124,20,94.16195856873823
2020,TX,Midland,48329,177863,639,35.926527720773855
2020,TX,Milam,48331,24708,166,67.18471750040473
2020,TX,Mills,48333,4840,49,101.2396694214876
2020,TX,Mitchell,48335,8202,55,67.0568154108754
2020,TX,Montague,48337,19962,214,107.20368700531009
2020,TX,Montgomery,48339,626351,2004,31.994839953955527
2020,TX,Moore,48341,20654,89,43.09092669700784
2020,TX,Morris,48343,12393,108,87.14596949891069
2020,TX,Motley,48345,1185,16,135.0210970464135
2020,TX,Nacogdoches,48347,64753,383,59.14783871017559
2020,TX,Navarro,48349,50694,361,71.21158322483923
2020,TX,Newton,48351,13414,110,82.0038765468913
2020,TX,Nolan,48353,14835,113,76.17121671722279
2020,TX,Nueces,48355,363148,1657,45.62877945080243
2020,TX,Ochiltree,48357,9598,56,58.34548864346739
2020,TX,Oldham,48359,2135,10,46.8384074941452
2020,TX,Orange,48361,82878,538,64.91469388740076
2020,TX,Palo Pinto,48363,29320,247,84.24283765347886
2020,TX,Panola,48365,23187,198,85.39267693103895
2020,TX,Parker,48367,148198,732,49.39337912792345
2020,TX,Parmer,48369,9522,82,86.11636210880067
2020,TX,Pecos,48371,15718,124,78.89044407685456
2020,TX,Polk,48373,52995,417,78.68666855363713
2020,TX,Potter,48375,116004,764,65.85979793800213
2020,TX,Presidio,48377,6508,39,59.926244622003686
2020,TX,Rains,48379,12552,112,89.22880815806246
2020,TX,Randall,48381,139899,591,42.24476229279695
2020,TX,Reagan,48383,3833,19,49.56952778502478
2020,TX,Real,48385,3411,30,87.95074758135445
2020,TX,Red River,48387,11995,131,109.21217173822426
2020,TX,Reeves,48389,15949,85,53.294877421781926
2020,TX,Refugio,48391,6877,66,95.9720808492075
2020,TX,Roberts,48393,813,0,0
2020,TX,Robertson,48395,17155,109,63.538327018362
2020,TX,Rockwall,48397,109888,411,37.401718112987766
2020,TX,Runnels,48399,10401,95,91.33737140659551
2020,TX,Rusk,48401,54324,344,63.32376113688241
2020,TX,Sabine,48403,10507,103,98.02988483867898
2020,TX,San Augustine,48405,8248,108,130.94083414161008
2020,TX,San Jacinto,48407,29301,173,59.0423535032934
2020,TX,San Patricio,48409,67069,341,50.84316152022544
2020,TX,San Saba,48411,6039,43,71.20384169564497
2020,TX,Schleicher,48413,2761,10,36.21876131836291
2020,TX,Scurry,48415,16662,131,78.62201416396591
