Notes,County,County Code,Month,Month Code,Weekday,Weekday Code,Deaths,Population,Crude Rate
,"Culberson County, TX",48109,"Jun., 2018",2018/06,Wednesday,4,0,Not Applicable,Not Applicable
,"Culberson County, TX",48109,"Jun., 2018",2018/06,Thursday,5,Suppressed,Not Applicable,Not Applicable
,"Culberson County, TX",48109,"Jun., 2018",2018/06,Friday,6,0,Not Applicable,Not Applicable
,"Culberson County, TX",48109,"Jun., 2018",2018/06,Saturday,7,0,Not Applicable,Not Applicable
,"Culberson County, TX",48109,"Jun., 2018",2018/06,Unknown,9,0,Not Applicable,Not Applicable
,"Culberson County, TX",48109,"Jul., 2018",2018/07,Sunday,1,0,Not Applicable,Not Applicable
,"Culberson County, TX",48109,"Jul., 2018",2018/07,Monday,2,Suppressed,Not Applicable,Not Applicable
,"Culberson County, TX",48109,"Jul., 2018",2018/07,Tuesday,3,0,Not Applicable,Not Applicable
,"Culberson County, TX",48109,"Jul., 2018",2018/07,Wednesday,4,Suppressed,Not Applicable,Not Applicable
,"Culberson County, TX",48109,"Jul., 2018",2018/07,Thursday,5,Suppressed,Not Applicable,Not Applicable
,"Culberson County, TX",48109,"Jul., 2018",2018/07,Friday,6,0,Not Applicable,Not Applicable
,"Culberson County, TX",48109,"Jul., 2018",2018/07,Saturday,7,0,Not Applicable,Not Applicable
,"Culberson County, TX",48109,"Jul., 2018",2018/07,Unknown,9,0,Not Applicable,Not Applicable
,"Culberson County, TX",48109,"Aug., 2018",2018/08,Sunday,1,Suppressed,Not Applicable,Not Applicable
,"Culberson County, TX",48109,"Aug., 2018",2018/08,Monday,2,Suppressed,Not Applicable,Not Applicable
,"Culberson County, TX",48109,"Aug., 2018",2018/08,Tuesday,3,0,Not Applicable,Not Applicable
,"Culberson County, TX",48109,"Aug., 2018",2018/08,Wednesday,4,0,Not Applicable,Not Applicable
,"Culberson County, TX",48109,"Aug., 2018",2018/08,Thursday,5,0,Not Applicable,Not Applicable
,"Culberson County, TX",48109,"Aug., 2018",2018/08,Friday,6,0,Not Applicable,Not Applicable
,"Culberson County, TX",48109,"Aug., 2018",2018/08,Saturday,7,0,Not Applicable,Not Applicable
,"Culberson County, TX",48109,"Aug., 2018",2018/08,Unknown,9,0,Not Applicable,Not Applicable
,"Culberson County, TX",48109,"Sep., 2018",2018/09,Sunday,1,0,Not Applicable,Not Applicable
,"Culberson County, TX",48109,"Sep., 2018",2018/09,Monday,2,0,Not Applicable,Not Applicable
,"Culberson County, TX",48109,"Sep., 2018",2018/09,Tuesday,3,0,Not Applicable,Not Applicable
,"Culberson County, TX",48109,"Sep., 2018",2018/09,Wednesday,4,Suppressed,Not Applicable,Not Applicable
,"Culberson County, TX",48109,"Sep., 2018",2018/09,Thursday,5,0,Not Applicable,Not Applicable
,"Culberson County, TX",48109,"Sep., 2018",2018/09,Friday,6,0,Not Applicable,Not Applicable
,"Culberson County, TX",48109,"Sep., 2018",2018/09,Saturday,7,0,Not Applicable,Not Applicable
,"Culberson County, TX",48109,"Sep., 2018",2018/09,Unknown,9,0,Not Applicable,Not Applicable
,"Culberson County, TX",48109,"Oct., 2018",2018/10,Sunday,1,0,Not Applicable,Not Applicable
,"Culberson County, TX",48109,"Oct., 2018",2018/10,Monday,2,Suppressed,Not Applicable,Not Applicable
,"Culberson County, TX",48109,"Oct., 2018",2018/10,Tuesday,3,0,Not Applicable,Not Applicable
,"Culberson County, TX",48109,"Oct., 2018",2018/10,Wednesday,4,0,Not Applicable,Not Applicable
,"Culberson County, TX",48109,"Oct., 2018",2018/10,Thursday,5,0,Not Applicable,Not Applicable
,"Culberson County, TX",48109,"Oct., 2018",2018/10,Friday,6,0,Not Applicable,Not Applicable
,"Culberson County, TX",48109,"Oct., 2018",2018/10,Saturday,7,0,Not Applicable,Not Applicable
,"Culberson County, TX",48109,"Oct., 2018",2018/10,Unknown,9,0,Not Applicable,Not Applicable
,"Culberson County, TX",48109,"Nov., 2018",2018/11,Sunday,1,0,Not Applicable,Not Applicable
,"Culberson County, TX",48109,"Nov., 2018",2018/11,Monday,2,0,Not Applicable,Not Applicable
,"Culberson County, TX",48109,"Nov., 2018",2018/11,Tuesday,3,Suppressed,Not Applicable,Not Applicable
,"Culberson County, TX",48109,"Nov., 2018",2018/11,Wednesday,4,Suppressed,Not Applicable,Not Applicable
,"Culberson County, TX",48109,"Nov., 2018",2018/11,Thursday,5,0,Not Applicable,Not Applicable
,"Culberson County, TX",48109,"Nov., 2018",2018/11,Friday,6,0,Not Applicable,Not Applicable
,"Culberson County, TX",48109,"Nov., 2018",2018/11,Saturday,7,0,Not Applicable,Not Applicable
,"Culberson County, TX",48109,"Nov., 2018",2018/11,Unknown,9,0,Not Applicable,Not Applicable
,"Culberson County, TX",48109,"Dec., 2018",2018/12,Sunday,1,Suppressed,Not Applicable,Not Applicable
,"Culberson County, TX",48109,"Dec., 2018",2018/12,Monday,2,0,Not Applicable,Not Applicable
,"Culberson County, TX",48109,"Dec., 2018",2018/12,Tuesday,3,0,Not Applicable,Not Applicable
,"Culberson County, TX",48109,"Dec., 2018",2018/12,Wednesday,4,Suppressed,Not Applicable,Not Applicable
,"Culberson County, TX",48109,"Dec., 2018",2018/12,Thursday,5,0,Not Applicable,Not Applicable
,"Culberson County, TX",48109,"Dec., 2018",2018/12,Friday,6,0,Not Applicable,Not Applicable
,"Culberson County, TX",48109,"Dec., 2018",2018/12,Saturday,7,0,Not Applicable,Not Applicable
,"Culberson County, TX",48109,"Dec., 2018",2018/12,Unknown,9,0,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Jan., 2018",2018/01,Sunday,1,0,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Jan., 2018",2018/01,Monday,2,0,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Jan., 2018",2018/01,Tuesday,3,Suppressed,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Jan., 2018",2018/01,Wednesday,4,Suppressed,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Jan., 2018",2018/01,Thursday,5,0,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Jan., 2018",2018/01,Friday,6,Suppressed,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Jan., 2018",2018/01,Saturday,7,0,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Jan., 2018",2018/01,Unknown,9,0,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Feb., 2018",2018/02,Sunday,1,0,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Feb., 2018",2018/02,Monday,2,Suppressed,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Feb., 2018",2018/02,Tuesday,3,0,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Feb., 2018",2018/02,Wednesday,4,0,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Feb., 2018",2018/02,Thursday,5,Suppressed,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Feb., 2018",2018/02,Friday,6,Suppressed,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Feb., 2018",2018/02,Saturday,7,Suppressed,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Feb., 2018",2018/02,Unknown,9,0,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Mar., 2018",2018/03,Sunday,1,0,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Mar., 2018",2018/03,Monday,2,0,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Mar., 2018",2018/03,Tuesday,3,0,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Mar., 2018",2018/03,Wednesday,4,0,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Mar., 2018",2018/03,Thursday,5,0,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Mar., 2018",2018/03,Friday,6,0,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Mar., 2018",2018/03,Saturday,7,Suppressed,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Mar., 2018",2018/03,Unknown,9,0,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Apr., 2018",2018/04,Sunday,1,Suppressed,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Apr., 2018",2018/04,Monday,2,0,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Apr., 2018",2018/04,Tuesday,3,0,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Apr., 2018",2018/04,Wednesday,4,Suppressed,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Apr., 2018",2018/04,Thursday,5,Suppressed,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Apr., 2018",2018/04,Friday,6,0,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Apr., 2018",2018/04,Saturday,7,0,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Apr., 2018",2018/04,Unknown,9,0,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"May, 2018",2018/05,Sunday,1,0,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"May, 2018",2018/05,Monday,2,0,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"May, 2018",2018/05,Tuesday,3,Suppressed,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"May, 2018",2018/05,Wednesday,4,Suppressed,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"May, 2018",2018/05,Thursday,5,0,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"May, 2018",2018/05,Friday,6,0,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"May, 2018",2018/05,Saturday,7,0,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"May, 2018",2018/05,Unknown,9,0,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Jun., 2018",2018/06,Sunday,1,0,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Jun., 2018",2018/06,Monday,2,0,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Jun., 2018",2018/06,Tuesday,3,Suppressed,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Jun., 2018",2018/06,Wednesday,4,0,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Jun., 2018",2018/06,Thursday,5,0,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Jun., 2018",2018/06,Friday,6,0,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Jun., 2018",2018/06,Saturday,7,0,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Jun., 2018",2018/06,Unknown,9,0,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Jul., 2018",2018/07,Sunday,1,Suppressed,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Jul., 2018",2018/07,Monday,2,0,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Jul., 2018",2018/07,Tuesday,3,0,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Jul., 2018",2018/07,Wednesday,4,Suppressed,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Jul., 2018",2018/07,Thursday,5,0,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Jul., 2018",2018/07,Friday,6,0,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Jul., 2018",2018/07,Saturday,7,0,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Jul., 2018",2018/07,Unknown,9,0,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Aug., 2018",2018/08,Sunday,1,0,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Aug., 2018",2018/08,Monday,2,Suppressed,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Aug., 2018",2018/08,Tuesday,3,0,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Aug., 2018",2018/08,Wednesday,4,0,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Aug., 2018",2018/08,Thursday,5,0,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Aug., 2018",2018/08,Friday,6,Suppressed,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Aug., 2018",2018/08,Saturday,7,Suppressed,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Aug., 2018",2018/08,Unknown,9,0,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Sep., 2018",2018/09,Sunday,1,Suppressed,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Sep., 2018",2018/09,Monday,2,Suppressed,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Sep., 2018",2018/09,Tuesday,3,0,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Sep., 2018",2018/09,Wednesday,4,0,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Sep., 2018",2018/09,Thursday,5,Suppressed,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Sep., 2018",2018/09,Friday,6,Suppressed,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Sep., 2018",2018/09,Saturday,7,0,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Sep., 2018",2018/09,Unknown,9,0,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Oct., 2018",2018/10,Sunday,1,0,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Oct., 2018",2018/10,Monday,2,Suppressed,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Oct., 2018",2018/10,Tuesday,3,0,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Oct., 2018",2018/10,Wednesday,4,Suppressed,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Oct., 2018",2018/10,Thursday,5,0,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Oct., 2018",2018/10,Friday,6,0,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Oct., 2018",2018/10,Saturday,7,Suppressed,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Oct., 2018",2018/10,Unknown,9,0,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Nov., 2018",2018/11,Sunday,1,0,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Nov., 2018",2018/11,Monday,2,0,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Nov., 2018",2018/11,Tuesday,3,0,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Nov., 2018",2018/11,Wednesday,4,0,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Nov., 2018",2018/11,Thursday,5,0,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Nov., 2018",2018/11,Friday,6,0,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Nov., 2018",2018/11,Saturday,7,0,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Nov., 2018",2018/11,Unknown,9,0,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Dec., 2018",2018/12,Sunday,1,0,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Dec., 2018",2018/12,Monday,2,0,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Dec., 2018",2018/12,Tuesday,3,0,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Dec., 2018",2018/12,Wednesday,4,0,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Dec., 2018",2018/12,Thursday,5,Suppressed,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Dec., 2018",2018/12,Friday,6,0,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Dec., 2018",2018/12,Saturday,7,Suppressed,Not Applicable,Not Applicable
,"Dallam County, TX",48111,"Dec., 2018",2018/12,Unknown,9,0,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Jan., 2018",2018/01,Sunday,1,209,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Jan., 2018",2018/01,Monday,2,297,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Jan., 2018",2018/01,Tuesday,3,309,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Jan., 2018",2018/01,Wednesday,4,285,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Jan., 2018",2018/01,Thursday,5,214,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Jan., 2018",2018/01,Friday,6,225,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Jan., 2018",2018/01,Saturday,7,236,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Jan., 2018",2018/01,Unknown,9,0,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Feb., 2018",2018/02,Sunday,1,172,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Feb., 2018",2018/02,Monday,2,204,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Feb., 2018",2018/02,Tuesday,3,222,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Feb., 2018",2018/02,Wednesday,4,228,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Feb., 2018",2018/02,Thursday,5,188,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Feb., 2018",2018/02,Friday,6,192,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Feb., 2018",2018/02,Saturday,7,194,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Feb., 2018",2018/02,Unknown,9,0,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Mar., 2018",2018/03,Sunday,1,160,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Mar., 2018",2018/03,Monday,2,232,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Mar., 2018",2018/03,Tuesday,3,174,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Mar., 2018",2018/03,Wednesday,4,172,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Mar., 2018",2018/03,Thursday,5,207,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Mar., 2018",2018/03,Friday,6,241,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Mar., 2018",2018/03,Saturday,7,247,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Mar., 2018",2018/03,Unknown,9,0,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Apr., 2018",2018/04,Sunday,1,190,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Apr., 2018",2018/04,Monday,2,224,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Apr., 2018",2018/04,Tuesday,3,184,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Apr., 2018",2018/04,Wednesday,4,153,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Apr., 2018",2018/04,Thursday,5,174,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Apr., 2018",2018/04,Friday,6,194,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Apr., 2018",2018/04,Saturday,7,162,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Apr., 2018",2018/04,Unknown,9,0,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"May, 2018",2018/05,Sunday,1,179,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"May, 2018",2018/05,Monday,2,177,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"May, 2018",2018/05,Tuesday,3,214,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"May, 2018",2018/05,Wednesday,4,194,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"May, 2018",2018/05,Thursday,5,200,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"May, 2018",2018/05,Friday,6,195,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"May, 2018",2018/05,Saturday,7,167,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"May, 2018",2018/05,Unknown,9,0,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Jun., 2018",2018/06,Sunday,1,170,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Jun., 2018",2018/06,Monday,2,208,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Jun., 2018",2018/06,Tuesday,3,177,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Jun., 2018",2018/06,Wednesday,4,160,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Jun., 2018",2018/06,Thursday,5,163,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Jun., 2018",2018/06,Friday,6,224,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Jun., 2018",2018/06,Saturday,7,221,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Jun., 2018",2018/06,Unknown,9,0,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Jul., 2018",2018/07,Sunday,1,202,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Jul., 2018",2018/07,Monday,2,190,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Jul., 2018",2018/07,Tuesday,3,224,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Jul., 2018",2018/07,Wednesday,4,169,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Jul., 2018",2018/07,Thursday,5,156,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Jul., 2018",2018/07,Friday,6,174,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Jul., 2018",2018/07,Saturday,7,183,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Jul., 2018",2018/07,Unknown,9,0,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Aug., 2018",2018/08,Sunday,1,162,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Aug., 2018",2018/08,Monday,2,173,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Aug., 2018",2018/08,Tuesday,3,168,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Aug., 2018",2018/08,Wednesday,4,198,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Aug., 2018",2018/08,Thursday,5,205,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Aug., 2018",2018/08,Friday,6,221,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Aug., 2018",2018/08,Saturday,7,196,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Aug., 2018",2018/08,Unknown,9,0,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Sep., 2018",2018/09,Sunday,1,209,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Sep., 2018",2018/09,Monday,2,168,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Sep., 2018",2018/09,Tuesday,3,165,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Sep., 2018",2018/09,Wednesday,4,159,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Sep., 2018",2018/09,Thursday,5,146,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Sep., 2018",2018/09,Friday,6,171,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Sep., 2018",2018/09,Saturday,7,207,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Sep., 2018",2018/09,Unknown,9,0,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Oct., 2018",2018/10,Sunday,1,171,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Oct., 2018",2018/10,Monday,2,236,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Oct., 2018",2018/10,Tuesday,3,217,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Oct., 2018",2018/10,Wednesday,4,218,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Oct., 2018",2018/10,Thursday,5,174,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Oct., 2018",2018/10,Friday,6,189,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Oct., 2018",2018/10,Saturday,7,178,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Oct., 2018",2018/10,Unknown,9,0,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Nov., 2018",2018/11,Sunday,1,190,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Nov., 2018",2018/11,Monday,2,174,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Nov., 2018",2018/11,Tuesday,3,181,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Nov., 2018",2018/11,Wednesday,4,189,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Nov., 2018",2018/11,Thursday,5,264,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Nov., 2018",2018/11,Friday,6,247,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Nov., 2018",2018/11,Saturday,7,192,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Nov., 2018",2018/11,Unknown,9,0,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Dec., 2018",2018/12,Sunday,1,234,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Dec., 2018",2018/12,Monday,2,250,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Dec., 2018",2018/12,Tuesday,3,188,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Dec., 2018",2018/12,Wednesday,4,193,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Dec., 2018",2018/12,Thursday,5,185,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Dec., 2018",2018/12,Friday,6,175,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Dec., 2018",2018/12,Saturday,7,250,Not Applicable,Not Applicable
,"Dallas County, TX",48113,"Dec., 2018",2018/12,Unknown,9,0,Not Applicable,Not Applicable
,"Dawson County, TX",48115,"Jan., 2018",2018/01,Sunday,1,Suppressed,Not Applicable,Not Applicable
,"Dawson County, TX",48115,"Jan., 2018",2018/01,Monday,2,Suppressed,Not Applicable,Not Applicable
,"Dawson County, TX",48115,"Jan., 2018",2018/01,Tuesday,3,Suppressed,Not Applicable,Not Applicable
,"Dawson County, TX",48115,"Jan., 2018",2018/01,Wednesday,4,Suppressed,Not Applicable,Not Applicable
,"Dawson County, TX",48115,"Jan., 2018",2018/01,Thursday,5,Suppressed,Not Applicable,Not Applicable
,"Dawson County, TX",48115,"Jan., 2018",2018/01,Friday,6,Suppressed,Not Applicable,Not Applicable
,"Dawson County, TX",48115,"Jan., 2018",2018/01,Saturday,7,Suppressed,Not Applicable,Not Applicable
,"Dawson County, TX",48115,"Jan., 2018",2018/01,Unknown,9,0,Not Applicable,Not Applicable
,"Dawson County, TX",48115,"Feb., 2018",2018/02,Sunday,1,Suppressed,Not Applicable,Not Applicable
,"Dawson County, TX",48115,"Feb., 2018",2018/02,Monday,2,Suppressed,Not Applicable,Not Applicable
,"Dawson County, TX",48115,"Feb., 2018",2018/02,Tuesday,3,Suppressed,Not Applicable,Not Applicable
,"Dawson County, TX",48115,"Feb., 2018",2018/02,Wednesday,4,0,Not Applicable,Not Applicable
,"Dawson County, TX",48115,"Feb., 2018",2018/02,Thursday,5,Suppressed,Not Applicable,Not Applicable
,"Dawson County, TX",48115,"Feb., 2018",2018/02,Friday,6,Suppressed,Not Applicable,Not Applicable
,"Dawson County, TX",48115,"Feb., 2018",2018/02,Saturday,7,Suppressed,Not Applicable,Not Applicable
,"Dawson County, TX",48115,"Feb., 2018",2018/02,Unknown,9,0,Not Applicable,Not Applicable
,"Dawson County, TX",48115,"Mar., 2018",2018/03,Sunday,1,0,Not Applicable,Not Applicable
,"Dawson County, TX",48115,"Mar., 2018",2018/03,Monday,2,Suppressed,Not Applicable,Not Applicable
,"Dawson County, TX",48115,"Mar., 2018",2018/03,Tuesday,3,Suppressed,Not Applicable,Not Applicable
,"Dawson County, TX",48115,"Mar., 2018",2018/03,Wednesday,4,Suppressed,Not Applicable,Not Applicable
,"Dawson County, TX",48115,"Mar., 2018",2018/03,Thursday,5,Suppressed,Not Applicable,Not Applicable
,"Dawson County, TX",48115,"Mar., 2018",2018/03,Friday,6,Suppressed,Not Applicable,Not Applicable
,"Dawson County, TX",48115,"Mar., 2018",2018/03,Saturday,7,Suppressed,Not Applicable,Not Applicable
,"Dawson County, TX",48115,"Mar., 2018",2018/03,Unknown,9,0,Not Applicable,Not Applicable
