Notes,County,County Code,Month,Month Code,Deaths,Population,Crude Rate
,"Atascosa County, TX",48013,"Nov., 2021 ",2021/11,25,Not Applicable,Not Applicable
,"Atascosa County, TX",48013,"Dec., 2021 ",2021/12,18,Not Applicable,Not Applicable
,"Austin County, TX",48015,"Jan., 2021 ",2021/01,26,Not Applicable,Not Applicable
,"Austin County, TX",48015,"Feb., 2021 ",2021/02,22,Not Applicable,Not Applicable
,"Austin County, TX",48015,"Mar., 2021 ",2021/03,13,Not Applicable,Not Applicable
,"Austin County, TX",48015,"Apr., 2021 ",2021/04,13,Not Applicable,Not Applicable
,"Austin County, TX",48015,"May, 2021 ",2021/05,17,Not Applicable,Not Applicable
,"Austin County, TX",48015,"Jun., 2021 ",2021/06,10,Not Applicable,Not Applicable
,"Austin County, TX",48015,"Jul., 2021 ",2021/07,17,Not Applicable,Not Applicable
,"Austin County, TX",48015,"Aug., 2021 ",2021/08,22,Not Applicable,Not Applicable
,"Austin County, TX",48015,"Sep., 2021 ",2021/09,20,Not Applicable,Not Applicable
,"Austin County, TX",48015,"Oct., 2021 ",2021/10,14,Not Applicable,Not Applicable
,"Austin County, TX",48015,"Nov., 2021 ",2021/11,23,Not Applicable,Not Applicable
,"Austin County, TX",48015,"Dec., 2021 ",2021/12,10,Not Applicable,Not Applicable
,"Bailey County, TX",48017,"Jan., 2021 ",2021/01,Suppressed,Not Applicable,Not Applicable
,"Bailey County, TX",48017,"Feb., 2021 ",2021/02,10,Not Applicable,Not Applicable
,"Bailey County, TX",48017,"Mar., 2021 ",2021/03,Suppressed,Not Applicable,Not Applicable
,"Bailey County, TX",48017,"Apr., 2021 ",2021/04,Suppressed,Not Applicable,Not Applicable
,"Bailey County, TX",48017,"May, 2021 ",2021/05,Suppressed,Not Applicable,Not Applicable
,"Bailey County, TX",48017,"Jun., 2021 ",2021/06,Suppressed,Not Applicable,Not Applicable
,"Bailey County, TX",48017,"Jul., 2021 ",2021/07,Suppressed,Not Applicable,Not Applicable
,"Bailey County, TX",48017,"Aug., 2021 ",2021/08,Suppressed,Not Applicable,Not Applicable
,"Bailey County, TX",48017,"Sep., 2021 ",2021/09,12,Not Applicable,Not Applicable
,"Bailey County, TX",48017,"Oct., 2021 ",2021/10,Suppressed,Not Applicable,Not Applicable
,"Bailey County, TX",48017,"Nov., 2021 ",2021/11,Suppressed,Not Applicable,Not Applicable
,"Bailey County, TX",48017,"Dec., 2021 ",2021/12,Suppressed,Not Applicable,Not Applicable
,"Bandera County, TX",48019,"Jan., 2021 ",2021/01,26,Not Applicable,Not Applicable
,"Bandera County, TX",48019,"Feb., 2021 ",2021/02,Suppressed,Not Applicable,Not Applicable
,"Bandera County, TX",48019,"Mar., 2021 ",2021/03,14,Not Applicable,Not Applicable
,"Bandera County, TX",48019,"Apr., 2021 ",2021/04,16,Not Applicable,Not Applicable
,"Bandera County, TX",48019,"May, 2021 ",2021/05,13,Not Applicable,Not Applicable
,"Bandera County, TX",48019,"Jun., 2021 ",2021/06,14,Not Applicable,Not Applicable
,"Bandera County, TX",48019,"Jul., 2021 ",2021/07,14,Not Applicable,Not Applicable
,"Bandera County, TX",48019,"Aug., 2021 ",2021/08,12,Not Applicable,Not Applicable
,"Bandera County, TX",48019,"Sep., 2021 ",2021/09,19,Not Applicable,Not Applicable
,"Bandera County, TX",48019,"Oct., 2021 ",2021/10,24,Not Applicable,Not Applicable
,"Bandera County, TX",48019,"Nov., 2021 ",2021/11,12,Not Applicable,Not Applicable
,"Bandera County, TX",48019,"Dec., 2021 ",2021/12,Suppressed,Not Applicable,Not Applicable
,"Bastrop County, TX",48021,"Jan., 2021 ",2021/01,53,Not Applicable,Not Applicable
,"Bastrop County, TX",48021,"Feb., 2021 ",2021/02,57,Not Applicable,Not Applicable
,"Bastrop County, TX",48021,"Mar., 2021 ",2021/03,46,Not Applicable,Not Applicable
,"Bastrop County, TX",48021,"Apr., 2021 ",2021/04,25,Not Applicable,Not Applicable
,"Bastrop County, TX",48021,"May, 2021 ",2021/05,35,Not Applicable,Not Applicable
,"Bastrop County, TX",48021,"Jun., 2021 ",2021/06,33,Not Applicable,Not Applicable
,"Bastrop County, TX",48021,"Jul., 2021 ",2021/07,49,Not Applicable,Not Applicable
,"Bastrop County, TX",48021,"Aug., 2021 ",2021/08,51,Not Applicable,Not Applicable
,"Bastrop County, TX",48021,"Sep., 2021 ",2021/09,64,Not Applicable,Not Applicable
,"Bastrop County, TX",48021,"Oct., 2021 ",2021/10,41,Not Applicable,Not Applicable
,"Bastrop County, TX",48021,"Nov., 2021 ",2021/11,33,Not Applicable,Not Applicable
,"Bastrop County, TX",48021,"Dec., 2021 ",2021/12,40,Not Applicable,Not Applicable
,"Baylor County, TX",48023,"Jan., 2021 ",2021/01,Suppressed,Not Applicable,Not Applicable
,"Baylor County, TX",48023,"Feb., 2021 ",2021/02,Suppressed,Not Applicable,Not Applicable
,"Baylor County, TX",48023,"Mar., 2021 ",2021/03,Suppressed,Not Applicable,Not Applicable
,"Baylor County, TX",48023,"Apr., 2021 ",2021/04,Suppressed,Not Applicable,Not Applicable
,"Baylor County, TX",48023,"May, 2021 ",2021/05,Suppressed,Not Applicable,Not Applicable
,"Baylor County, TX",48023,"Jun., 2021 ",2021/06,Suppressed,Not Applicable,Not Applicable
,"Baylor County, TX",48023,"Jul., 2021 ",2021/07,Suppressed,Not Applicable,Not Applicable
,"Baylor County, TX",48023,"Aug., 2021 ",2021/08,Suppressed,Not Applicable,Not Applicable
,"Baylor County, TX",48023,"Sep., 2021 ",2021/09,10,Not Applicable,Not Applicable
,"Baylor County, TX",48023,"Oct., 2021 ",2021/10,Suppressed,Not Applicable,Not Applicable
,"Baylor County, TX",48023,"Nov., 2021 ",2021/11,Suppressed,Not Applicable,Not Applicable
,"Baylor County, TX",48023,"Dec., 2021 ",2021/12,Suppressed,Not Applicable,Not Applicable
,"Bee County, TX",48025,"Jan., 2021 ",2021/01,19,Not Applicable,Not Applicable
,"Bee County, TX",48025,"Feb., 2021 ",2021/02,21,Not Applicable,Not Applicable
,"Bee County, TX",48025,"Mar., 2021 ",2021/03,17,Not Applicable,Not Applicable
,"Bee County, TX",48025,"Apr., 2021 ",2021/04,14,Not Applicable,Not Applicable
,"Bee County, TX",48025,"May, 2021 ",2021/05,24,Not Applicable,Not Applicable
,"Bee County, TX",48025,"Jun., 2021 ",2021/06,14,Not Applicable,Not Applicable
,"Bee County, TX",48025,"Jul., 2021 ",2021/07,13,Not Applicable,Not Applicable
,"Bee County, TX",48025,"Aug., 2021 ",2021/08,35,Not Applicable,Not Applicable
,"Bee County, TX",48025,"Sep., 2021 ",2021/09,38,Not Applicable,Not Applicable
,"Bee County, TX",48025,"Oct., 2021 ",2021/10,24,Not Applicable,Not Applicable
,"Bee County, TX",48025,"Nov., 2021 ",2021/11,13,Not Applicable,Not Applicable
,"Bee County, TX",48025,"Dec., 2021 ",2021/12,22,Not Applicable,Not Applicable
,"Bell County, TX",48027,"Jan., 2021 ",2021/01,248,Not Applicable,Not Applicable
,"Bell County, TX",48027,"Feb., 2021 ",2021/02,204,Not Applicable,Not Applicable
,"Bell County, TX",48027,"Mar., 2021 ",2021/03,150,Not Applicable,Not Applicable
,"Bell County, TX",48027,"Apr., 2021 ",2021/04,127,Not Applicable,Not Applicable
,"Bell County, TX",48027,"May, 2021 ",2021/05,133,Not Applicable,Not Applicable
,"Bell County, TX",48027,"Jun., 2021 ",2021/06,136,Not Applicable,Not Applicable
,"Bell County, TX",48027,"Jul., 2021 ",2021/07,145,Not Applicable,Not Applicable
,"Bell County, TX",48027,"Aug., 2021 ",2021/08,229,Not Applicable,Not Applicable
,"Bell County, TX",48027,"Sep., 2021 ",2021/09,217,Not Applicable,Not Applicable
,"Bell County, TX",48027,"Oct., 2021 ",2021/10,168,Not Applicable,Not Applicable
,"Bell County, TX",48027,"Nov., 2021 ",2021/11,145,Not Applicable,Not Applicable
,"Bell County, TX",48027,"Dec., 2021 ",2021/12,140,Not Applicable,Not Applicable
,"Bexar County, TX",48029,"Jan., 2021 ",2021/01,1414,Not Applicable,Not Applicable
,"Bexar County, TX",48029,"Feb., 2021 ",2021/02,984,Not Applicable,Not Applicable
,"Bexar County, TX",48029,"Mar., 2021 ",2021/03,771,Not Applicable,Not Applicable
,"Bexar County, TX",48029,"Apr., 2021 ",2021/04,621,Not Applicable,Not Applicable
,"Bexar County, TX",48029,"May, 2021 ",2021/05,681,Not Applicable,Not Applicable
,"Bexar County, TX",48029,"Jun., 2021 ",2021/06,594,Not Applicable,Not Applicable
,"Bexar County, TX",48029,"Jul., 2021 ",2021/07,719,Not Applicable,Not Applicable
,"Bexar County, TX",48029,"Aug., 2021 ",2021/08,1173,Not Applicable,Not Applicable
,"Bexar County, TX",48029,"Sep., 2021 ",2021/09,1117,Not Applicable,Not Applicable
,"Bexar County, TX",48029,"Oct., 2021 ",2021/10,858,Not Applicable,Not Applicable
,"Bexar County, TX",48029,"Nov., 2021 ",2021/11,701,Not Applicable,Not Applicable
,"Bexar County, TX",48029,"Dec., 2021 ",2021/12,738,Not Applicable,Not Applicable
,"Blanco County, TX",48031,"Jan., 2021 ",2021/01,13,Not Applicable,Not Applicable
,"Blanco County, TX",48031,"Feb., 2021 ",2021/02,Suppressed,Not Applicable,Not Applicable
,"Blanco County, TX",48031,"Mar., 2021 ",2021/03,Suppressed,Not Applicable,Not Applicable
,"Blanco County, TX",48031,"Apr., 2021 ",2021/04,Suppressed,Not Applicable,Not Applicable
,"Blanco County, TX",48031,"May, 2021 ",2021/05,Suppressed,Not Applicable,Not Applicable
,"Blanco County, TX",48031,"Jun., 2021 ",2021/06,Suppressed,Not Applicable,Not Applicable
,"Blanco County, TX",48031,"Jul., 2021 ",2021/07,Suppressed,Not Applicable,Not Applicable
,"Blanco County, TX",48031,"Aug., 2021 ",2021/08,Suppressed,Not Applicable,Not Applicable
,"Blanco County, TX",48031,"Sep., 2021 ",2021/09,Suppressed,Not Applicable,Not Applicable
,"Blanco County, TX",48031,"Oct., 2021 ",2021/10,Suppressed,Not Applicable,Not Applicable
,"Blanco County, TX",48031,"Nov., 2021 ",2021/11,Suppressed,Not Applicable,Not Applicable
,"Blanco County, TX",48031,"Dec., 2021 ",2021/12,Suppressed,Not Applicable,Not Applicable
,"Borden County, TX",48033,"Jan., 2021 ",2021/01,Suppressed,Not Applicable,Not Applicable
,"Borden County, TX",48033,"Feb., 2021 ",2021/02,0,Not Applicable,Not Applicable
,"Borden County, TX",48033,"Mar., 2021 ",2021/03,0,Not Applicable,Not Applicable
,"Borden County, TX",48033,"Apr., 2021 ",2021/04,0,Not Applicable,Not Applicable
,"Borden County, TX",48033,"May, 2021 ",2021/05,0,Not Applicable,Not Applicable
,"Borden County, TX",48033,"Jun., 2021 ",2021/06,0,Not Applicable,Not Applicable
,"Borden County, TX",48033,"Jul., 2021 ",2021/07,0,Not Applicable,Not Applicable
,"Borden County, TX",48033,"Aug., 2021 ",2021/08,0,Not Applicable,Not Applicable
,"Borden County, TX",48033,"Sep., 2021 ",2021/09,0,Not Applicable,Not Applicable
,"Borden County, TX",48033,"Oct., 2021 ",2021/10,0,Not Applicable,Not Applicable
,"Borden County, TX",48033,"Nov., 2021 ",2021/11,0,Not Applicable,Not Applicable
,"Borden County, TX",48033,"Dec., 2021 ",2021/12,Suppressed,Not Applicable,Not Applicable
,"Bosque County, TX",48035,"Jan., 2021 ",2021/01,16,Not Applicable,Not Applicable
,"Bosque County, TX",48035,"Feb., 2021 ",2021/02,13,Not Applicable,Not Applicable
,"Bosque County, TX",48035,"Mar., 2021 ",2021/03,16,Not Applicable,Not Applicable
,"Bosque County, TX",48035,"Apr., 2021 ",2021/04,12,Not Applicable,Not Applicable
,"Bosque County, TX",48035,"May, 2021 ",2021/05,16,Not Applicable,Not Applicable
,"Bosque County, TX",48035,"Jun., 2021 ",2021/06,12,Not Applicable,Not Applicable
,"Bosque County, TX",48035,"Jul., 2021 ",2021/07,21,Not Applicable,Not Applicable
,"Bosque County, TX",48035,"Aug., 2021 ",2021/08,19,Not Applicable,Not Applicable
,"Bosque County, TX",48035,"Sep., 2021 ",2021/09,18,Not Applicable,Not Applicable
,"Bosque County, TX",48035,"Oct., 2021 ",2021/10,15,Not Applicable,Not Applicable
,"Bosque County, TX",48035,"Nov., 2021 ",2021/11,12,Not Applicable,Not Applicable
,"Bosque County, TX",48035,"Dec., 2021 ",2021/12,15,Not Applicable,Not Applicable
,"Bowie County, TX",48037,"Jan., 2021 ",2021/01,105,Not Applicable,Not Applicable
,"Bowie County, TX",48037,"Feb., 2021 ",2021/02,84,Not Applicable,Not Applicable
,"Bowie County, TX",48037,"Mar., 2021 ",2021/03,55,Not Applicable,Not Applicable
,"Bowie County, TX",48037,"Apr., 2021 ",2021/04,51,Not Applicable,Not Applicable
,"Bowie County, TX",48037,"May, 2021 ",2021/05,50,Not Applicable,Not Applicable
,"Bowie County, TX",48037,"Jun., 2021 ",2021/06,66,Not Applicable,Not Applicable
,"Bowie County, TX",48037,"Jul., 2021 ",2021/07,63,Not Applicable,Not Applicable
,"Bowie County, TX",48037,"Aug., 2021 ",2021/08,84,Not Applicable,Not Applicable
,"Bowie County, TX",48037,"Sep., 2021 ",2021/09,110,Not Applicable,Not Applicable
,"Bowie County, TX",48037,"Oct., 2021 ",2021/10,74,Not Applicable,Not Applicable
,"Bowie County, TX",48037,"Nov., 2021 ",2021/11,55,Not Applicable,Not Applicable
,"Bowie County, TX",48037,"Dec., 2021 ",2021/12,50,Not Applicable,Not Applicable
,"Brazoria County, TX",48039,"Jan., 2021 ",2021/01,203,Not Applicable,Not Applicable
,"Brazoria County, TX",48039,"Feb., 2021 ",2021/02,176,Not Applicable,Not Applicable
,"Brazoria County, TX",48039,"Mar., 2021 ",2021/03,170,Not Applicable,Not Applicable
,"Brazoria County, TX",48039,"Apr., 2021 ",2021/04,138,Not Applicable,Not Applicable
,"Brazoria County, TX",48039,"May, 2021 ",2021/05,135,Not Applicable,Not Applicable
,"Brazoria County, TX",48039,"Jun., 2021 ",2021/06,143,Not Applicable,Not Applicable
,"Brazoria County, TX",48039,"Jul., 2021 ",2021/07,130,Not Applicable,Not Applicable
,"Brazoria County, TX",48039,"Aug., 2021 ",2021/08,264,Not Applicable,Not Applicable
,"Brazoria County, TX",48039,"Sep., 2021 ",2021/09,236,Not Applicable,Not Applicable
,"Brazoria County, TX",48039,"Oct., 2021 ",2021/10,167,Not Applicable,Not Applicable
,"Brazoria County, TX",48039,"Nov., 2021 ",2021/11,134,Not Applicable,Not Applicable
,"Brazoria County, TX",48039,"Dec., 2021 ",2021/12,143,Not Applicable,Not Applicable
,"Brazos County, TX",48041,"Jan., 2021 ",2021/01,100,Not Applicable,Not Applicable
,"Brazos County, TX",48041,"Feb., 2021 ",2021/02,76,Not Applicable,Not Applicable
,"Brazos County, TX",48041,"Mar., 2021 ",2021/03,69,Not Applicable,Not Applicable
,"Brazos County, TX",48041,"Apr., 2021 ",2021/04,54,Not Applicable,Not Applicable
,"Brazos County, TX",48041,"May, 2021 ",2021/05,53,Not Applicable,Not Applicable
,"Brazos County, TX",48041,"Jun., 2021 ",2021/06,69,Not Applicable,Not Applicable
,"Brazos County, TX",48041,"Jul., 2021 ",2021/07,51,Not Applicable,Not Applicable
,"Brazos County, TX",48041,"Aug., 2021 ",2021/08,88,Not Applicable,Not Applicable
,"Brazos County, TX",48041,"Sep., 2021 ",2021/09,74,Not Applicable,Not Applicable
,"Brazos County, TX",48041,"Oct., 2021 ",2021/10,77,Not Applicable,Not Applicable
,"Brazos County, TX",48041,"Nov., 2021 ",2021/11,52,Not Applicable,Not Applicable
,"Brazos County, TX",48041,"Dec., 2021 ",2021/12,55,Not Applicable,Not Applicable
,"Brewster County, TX",48043,"Jan., 2021 ",2021/01,Suppressed,Not Applicable,Not Applicable
,"Brewster County, TX",48043,"Feb., 2021 ",2021/02,Suppressed,Not Applicable,Not Applicable
,"Brewster County, TX",48043,"Mar., 2021 ",2021/03,Suppressed,Not Applicable,Not Applicable
,"Brewster County, TX",48043,"Apr., 2021 ",2021/04,Suppressed,Not Applicable,Not Applicable
,"Brewster County, TX",48043,"May, 2021 ",2021/05,Suppressed,Not Applicable,Not Applicable
,"Brewster County, TX",48043,"Jun., 2021 ",2021/06,Suppressed,Not Applicable,Not Applicable
,"Brewster County, TX",48043,"Jul., 2021 ",2021/07,Suppressed,Not Applicable,Not Applicable
,"Brewster County, TX",48043,"Aug., 2021 ",2021/08,Suppressed,Not Applicable,Not Applicable
,"Brewster County, TX",48043,"Sep., 2021 ",2021/09,Suppressed,Not Applicable,Not Applicable
,"Brewster County, TX",48043,"Oct., 2021 ",2021/10,Suppressed,Not Applicable,Not Applicable
,"Brewster County, TX",48043,"Nov., 2021 ",2021/11,Suppressed,Not Applicable,Not Applicable
,"Brewster County, TX",48043,"Dec., 2021 ",2021/12,Suppressed,Not Applicable,Not Applicable
,"Briscoe County, TX",48045,"Jan., 2021 ",2021/01,0,Not Applicable,Not Applicable
,"Briscoe County, TX",48045,"Feb., 2021 ",2021/02,Suppressed,Not Applicable,Not Applicable
,"Briscoe County, TX",48045,"Mar., 2021 ",2021/03,0,Not Applicable,Not Applicable
,"Briscoe County, TX",48045,"Apr., 2021 ",2021/04,Suppressed,Not Applicable,Not Applicable
,"Briscoe County, TX",48045,"May, 2021 ",2021/05,0,Not Applicable,Not Applicable
,"Briscoe County, TX",48045,"Jun., 2021 ",2021/06,0,Not Applicable,Not Applicable
,"Briscoe County, TX",48045,"Jul., 2021 ",2021/07,Suppressed,Not Applicable,Not Applicable
,"Briscoe County, TX",48045,"Aug., 2021 ",2021/08,Suppressed,Not Applicable,Not Applicable
,"Briscoe County, TX",48045,"Sep., 2021 ",2021/09,0,Not Applicable,Not Applicable
,"Briscoe County, TX",48045,"Oct., 2021 ",2021/10,Suppressed,Not Applicable,Not Applicable
,"Briscoe County, TX",48045,"Nov., 2021 ",2021/11,Suppressed,Not Applicable,Not Applicable
,"Briscoe County, TX",48045,"Dec., 2021 ",2021/12,0,Not Applicable,Not Applicable
,"Brooks County, TX",48047,"Jan., 2021 ",2021/01,Suppressed,Not Applicable,Not Applicable
,"Brooks County, TX",48047,"Feb., 2021 ",2021/02,Suppressed,Not Applicable,Not Applicable
,"Brooks County, TX",48047,"Mar., 2021 ",2021/03,Suppressed,Not Applicable,Not Applicable
,"Brooks County, TX",48047,"Apr., 2021 ",2021/04,Suppressed,Not Applicable,Not Applicable
,"Brooks County, TX",48047,"May, 2021 ",2021/05,Suppressed,Not Applicable,Not Applicable
,"Brooks County, TX",48047,"Jun., 2021 ",2021/06,Suppressed,Not Applicable,Not Applicable
,"Brooks County, TX",48047,"Jul., 2021 ",2021/07,Suppressed,Not Applicable,Not Applicable
,"Brooks County, TX",48047,"Aug., 2021 ",2021/08,Suppressed,Not Applicable,Not Applicable
,"Brooks County, TX",48047,"Sep., 2021 ",2021/09,Suppressed,Not Applicable,Not Applicable
,"Brooks County, TX",48047,"Oct., 2021 ",2021/10,Suppressed,Not Applicable,Not Applicable
,"Brooks County, TX",48047,"Nov., 2021 ",2021/11,Suppressed,Not Applicable,Not Applicable
,"Brooks County, TX",48047,"Dec., 2021 ",2021/12,Suppressed,Not Applicable,Not Applicable
,"Brown County, TX",48049,"Jan., 2021 ",2021/01,65,Not Applicable,Not Applicable
,"Brown County, TX",48049,"Feb., 2021 ",2021/02,27,Not Applicable,Not Applicable
,"Brown County, TX",48049,"Mar., 2021 ",2021/03,31,Not Applicable,Not Applicable
,"Brown County, TX",48049,"Apr., 2021 ",2021/04,19,Not Applicable,Not Applicable
,"Brown County, TX",48049,"May, 2021 ",2021/05,30,Not Applicable,Not Applicable
,"Brown County, TX",48049,"Jun., 2021 ",2021/06,27,Not Applicable,Not Applicable
,"Brown County, TX",48049,"Jul., 2021 ",2021/07,26,Not Applicable,Not Applicable
,"Brown County, TX",48049,"Aug., 2021 ",2021/08,45,Not Applicable,Not Applicable
