year,state,county,county_code,annual_county_population,annual_all_deaths,annual_hospital_deaths,month,monthly_hospital_deaths,covid_monthly_hospital_deaths
2021,TX,Stonewall,48433,1217,24,17,Nov,Suppressed,0
2021,TX,Stonewall,48433,1217,24,17,Dec,Suppressed,0
2021,TX,Sutton,48435,3319,47,32,Jan,Suppressed,0
2021,TX,Sutton,48435,3319,47,32,Feb,Suppressed,Suppressed
2021,TX,Sutton,48435,3319,47,32,Mar,Suppressed,0
2021,TX,Sutton,48435,3319,47,32,Apr,Suppressed,0
2021,TX,Sutton,48435,3319,47,32,May,Suppressed,0
2021,TX,Sutton,48435,3319,47,32,Jun,Suppressed,0
2021,TX,Sutton,48435,3319,47,32,Jul,Suppressed,0
2021,TX,Sutton,48435,3319,47,32,Aug,Suppressed,Suppressed
2021,TX,Sutton,48435,3319,47,32,Sep,Suppressed,Suppressed
2021,TX,Sutton,48435,3319,47,32,Oct,Suppressed,0
2021,TX,Sutton,48435,3319,47,32,Nov,Suppressed,0
2021,TX,Sutton,48435,3319,47,32,Dec,0,0
2021,TX,Swisher,48437,7008,96,56,Jan,Suppressed,Suppressed
2021,TX,Swisher,48437,7008,96,56,Feb,Suppressed,Suppressed
2021,TX,Swisher,48437,7008,96,56,Mar,Suppressed,0
2021,TX,Swisher,48437,7008,96,56,Apr,Suppressed,0
2021,TX,Swisher,48437,7008,96,56,May,Suppressed,Suppressed
2021,TX,Swisher,48437,7008,96,56,Jun,Suppressed,0
2021,TX,Swisher,48437,7008,96,56,Jul,Suppressed,0
2021,TX,Swisher,48437,7008,96,56,Aug,Suppressed,Suppressed
2021,TX,Swisher,48437,7008,96,56,Sep,Suppressed,Suppressed
2021,TX,Swisher,48437,7008,96,56,Oct,Suppressed,0
2021,TX,Swisher,48437,7008,96,56,Nov,Suppressed,Suppressed
2021,TX,Swisher,48437,7008,96,56,Dec,12,Suppressed
2021,TX,Tarrant,48439,2126477,17750,11328,Jan,1523,733
2021,TX,Tarrant,48439,2126477,17750,11328,Feb,1051,321
2021,TX,Tarrant,48439,2126477,17750,11328,Mar,852,148
2021,TX,Tarrant,48439,2126477,17750,11328,Apr,733,67
2021,TX,Tarrant,48439,2126477,17750,11328,May,735,52
2021,TX,Tarrant,48439,2126477,17750,11328,Jun,723,32
2021,TX,Tarrant,48439,2126477,17750,11328,Jul,792,66
2021,TX,Tarrant,48439,2126477,17750,11328,Aug,989,280
2021,TX,Tarrant,48439,2126477,17750,11328,Sep,1175,458
2021,TX,Tarrant,48439,2126477,17750,11328,Oct,1031,312
2021,TX,Tarrant,48439,2126477,17750,11328,Nov,846,101
2021,TX,Tarrant,48439,2126477,17750,11328,Dec,878,107
2021,TX,Taylor,48441,143326,1838,1216,Jan,192,101
2021,TX,Taylor,48441,143326,1838,1216,Feb,104,40
2021,TX,Taylor,48441,143326,1838,1216,Mar,73,Suppressed
2021,TX,Taylor,48441,143326,1838,1216,Apr,91,13
2021,TX,Taylor,48441,143326,1838,1216,May,86,Suppressed
2021,TX,Taylor,48441,143326,1838,1216,Jun,67,Suppressed
2021,TX,Taylor,48441,143326,1838,1216,Jul,62,Suppressed
2021,TX,Taylor,48441,143326,1838,1216,Aug,92,29
2021,TX,Taylor,48441,143326,1838,1216,Sep,116,48
2021,TX,Taylor,48441,143326,1838,1216,Oct,126,47
2021,TX,Taylor,48441,143326,1838,1216,Nov,87,25
2021,TX,Taylor,48441,143326,1838,1216,Dec,120,34
2021,TX,Terrell,48443,724,20,Suppressed,Jan,Suppressed,0
2021,TX,Terrell,48443,724,20,Suppressed,Feb,0,0
2021,TX,Terrell,48443,724,20,Suppressed,Mar,0,0
2021,TX,Terrell,48443,724,20,Suppressed,Apr,0,0
2021,TX,Terrell,48443,724,20,Suppressed,May,0,0
2021,TX,Terrell,48443,724,20,Suppressed,Jun,Suppressed,0
2021,TX,Terrell,48443,724,20,Suppressed,Jul,0,0
2021,TX,Terrell,48443,724,20,Suppressed,Aug,Suppressed,Suppressed
2021,TX,Terrell,48443,724,20,Suppressed,Sep,Suppressed,0
2021,TX,Terrell,48443,724,20,Suppressed,Oct,0,0
2021,TX,Terrell,48443,724,20,Suppressed,Nov,Suppressed,0
2021,TX,Terrell,48443,724,20,Suppressed,Dec,0,0
2021,TX,Terry,48445,11754,148,93,Jan,10,Suppressed
2021,TX,Terry,48445,11754,148,93,Feb,Suppressed,Suppressed
2021,TX,Terry,48445,11754,148,93,Mar,Suppressed,Suppressed
2021,TX,Terry,48445,11754,148,93,Apr,Suppressed,0
2021,TX,Terry,48445,11754,148,93,May,Suppressed,0
2021,TX,Terry,48445,11754,148,93,Jun,Suppressed,0
2021,TX,Terry,48445,11754,148,93,Jul,Suppressed,0
2021,TX,Terry,48445,11754,148,93,Aug,Suppressed,Suppressed
2021,TX,Terry,48445,11754,148,93,Sep,Suppressed,Suppressed
2021,TX,Terry,48445,11754,148,93,Oct,Suppressed,Suppressed
2021,TX,Terry,48445,11754,148,93,Nov,Suppressed,Suppressed
2021,TX,Terry,48445,11754,148,93,Dec,13,Suppressed
2021,TX,Throckmorton,48447,1495,23,14,Jan,Suppressed,Suppressed
2021,TX,Throckmorton,48447,1495,23,14,Feb,Suppressed,0
2021,TX,Throckmorton,48447,1495,23,14,Mar,0,0
2021,TX,Throckmorton,48447,1495,23,14,Apr,0,0
2021,TX,Throckmorton,48447,1495,23,14,May,Suppressed,0
2021,TX,Throckmorton,48447,1495,23,14,Jun,0,0
2021,TX,Throckmorton,48447,1495,23,14,Jul,0,0
2021,TX,Throckmorton,48447,1495,23,14,Aug,Suppressed,0
2021,TX,Throckmorton,48447,1495,23,14,Sep,Suppressed,0
2021,TX,Throckmorton,48447,1495,23,14,Oct,Suppressed,0
2021,TX,Throckmorton,48447,1495,23,14,Nov,Suppressed,Suppressed
2021,TX,Throckmorton,48447,1495,23,14,Dec,0,0
2021,TX,Titus,48449,31183,358,217,Jan,33,24
2021,TX,Titus,48449,31183,358,217,Feb,25,Suppressed
2021,TX,Titus,48449,31183,358,217,Mar,14,0
2021,TX,Titus,48449,31183,358,217,Apr,18,0
2021,TX,Titus,48449,31183,358,217,May,Suppressed,0
2021,TX,Titus,48449,31183,358,217,Jun,Suppressed,0
2021,TX,Titus,48449,31183,358,217,Jul,15,Suppressed
2021,TX,Titus,48449,31183,358,217,Aug,18,Suppressed
2021,TX,Titus,48449,31183,358,217,Sep,26,12
2021,TX,Titus,48449,31183,358,217,Oct,12,Suppressed
2021,TX,Titus,48449,31183,358,217,Nov,23,Suppressed
2021,TX,Titus,48449,31183,358,217,Dec,19,Suppressed
2021,TX,Tom Green,48451,119411,1458,843,Jan,96,42
2021,TX,Tom Green,48451,119411,1458,843,Feb,78,18
2021,TX,Tom Green,48451,119411,1458,843,Mar,48,Suppressed
2021,TX,Tom Green,48451,119411,1458,843,Apr,49,Suppressed
2021,TX,Tom Green,48451,119411,1458,843,May,57,Suppressed
2021,TX,Tom Green,48451,119411,1458,843,Jun,52,Suppressed
2021,TX,Tom Green,48451,119411,1458,843,Jul,53,Suppressed
2021,TX,Tom Green,48451,119411,1458,843,Aug,119,45
2021,TX,Tom Green,48451,119411,1458,843,Sep,93,37
2021,TX,Tom Green,48451,119411,1458,843,Oct,77,19
2021,TX,Tom Green,48451,119411,1458,843,Nov,61,Suppressed
2021,TX,Tom Green,48451,119411,1458,843,Dec,60,Suppressed
2021,TX,Travis,48453,1305154,7411,4133,Jan,482,184
2021,TX,Travis,48453,1305154,7411,4133,Feb,373,100
2021,TX,Travis,48453,1305154,7411,4133,Mar,288,44
2021,TX,Travis,48453,1305154,7411,4133,Apr,304,29
2021,TX,Travis,48453,1305154,7411,4133,May,302,13
2021,TX,Travis,48453,1305154,7411,4133,Jun,275,11
2021,TX,Travis,48453,1305154,7411,4133,Jul,319,20
2021,TX,Travis,48453,1305154,7411,4133,Aug,428,140
2021,TX,Travis,48453,1305154,7411,4133,Sep,401,129
2021,TX,Travis,48453,1305154,7411,4133,Oct,356,52
2021,TX,Travis,48453,1305154,7411,4133,Nov,316,21
2021,TX,Travis,48453,1305154,7411,4133,Dec,289,17
2021,TX,Trinity,48455,13827,326,185,Jan,19,Suppressed
2021,TX,Trinity,48455,13827,326,185,Feb,13,Suppressed
2021,TX,Trinity,48455,13827,326,185,Mar,16,0
2021,TX,Trinity,48455,13827,326,185,Apr,10,Suppressed
2021,TX,Trinity,48455,13827,326,185,May,Suppressed,Suppressed
2021,TX,Trinity,48455,13827,326,185,Jun,13,Suppressed
2021,TX,Trinity,48455,13827,326,185,Jul,17,Suppressed
2021,TX,Trinity,48455,13827,326,185,Aug,21,Suppressed
2021,TX,Trinity,48455,13827,326,185,Sep,24,14
2021,TX,Trinity,48455,13827,326,185,Oct,17,Suppressed
2021,TX,Trinity,48455,13827,326,185,Nov,14,0
2021,TX,Trinity,48455,13827,326,185,Dec,12,0
2021,TX,Tyler,48457,20077,411,237,Jan,37,14
2021,TX,Tyler,48457,20077,411,237,Feb,25,Suppressed
2021,TX,Tyler,48457,20077,411,237,Mar,13,Suppressed
2021,TX,Tyler,48457,20077,411,237,Apr,15,Suppressed
2021,TX,Tyler,48457,20077,411,237,May,14,Suppressed
2021,TX,Tyler,48457,20077,411,237,Jun,11,0
2021,TX,Tyler,48457,20077,411,237,Jul,22,Suppressed
2021,TX,Tyler,48457,20077,411,237,Aug,25,Suppressed
2021,TX,Tyler,48457,20077,411,237,Sep,27,10
2021,TX,Tyler,48457,20077,411,237,Oct,15,Suppressed
2021,TX,Tyler,48457,20077,411,237,Nov,15,Suppressed
2021,TX,Tyler,48457,20077,411,237,Dec,18,Suppressed
2021,TX,Upshur,48459,41774,659,402,Jan,49,25
2021,TX,Upshur,48459,41774,659,402,Feb,28,12
2021,TX,Upshur,48459,41774,659,402,Mar,18,Suppressed
2021,TX,Upshur,48459,41774,659,402,Apr,34,0
2021,TX,Upshur,48459,41774,659,402,May,20,Suppressed
2021,TX,Upshur,48459,41774,659,402,Jun,26,Suppressed
2021,TX,Upshur,48459,41774,659,402,Jul,27,Suppressed
2021,TX,Upshur,48459,41774,659,402,Aug,44,19
2021,TX,Upshur,48459,41774,659,402,Sep,56,33
2021,TX,Upshur,48459,41774,659,402,Oct,35,17
2021,TX,Upshur,48459,41774,659,402,Nov,27,Suppressed
2021,TX,Upshur,48459,41774,659,402,Dec,38,Suppressed
2021,TX,Upton,48461,3265,32,19,Jan,Suppressed,0
2021,TX,Upton,48461,3265,32,19,Feb,Suppressed,Suppressed
2021,TX,Upton,48461,3265,32,19,Mar,Suppressed,0
2021,TX,Upton,48461,3265,32,19,Apr,Suppressed,0
2021,TX,Upton,48461,3265,32,19,May,Suppressed,0
2021,TX,Upton,48461,3265,32,19,Jun,0,0
2021,TX,Upton,48461,3265,32,19,Jul,0,0
2021,TX,Upton,48461,3265,32,19,Aug,Suppressed,0
2021,TX,Upton,48461,3265,32,19,Sep,Suppressed,Suppressed
2021,TX,Upton,48461,3265,32,19,Oct,Suppressed,Suppressed
2021,TX,Upton,48461,3265,32,19,Nov,Suppressed,Suppressed
2021,TX,Upton,48461,3265,32,19,Dec,Suppressed,0
2021,TX,Uvalde,48463,24729,350,221,Jan,19,Suppressed
2021,TX,Uvalde,48463,24729,350,221,Feb,23,10
2021,TX,Uvalde,48463,24729,350,221,Mar,16,Suppressed
2021,TX,Uvalde,48463,24729,350,221,Apr,11,0
2021,TX,Uvalde,48463,24729,350,221,May,14,Suppressed
2021,TX,Uvalde,48463,24729,350,221,Jun,10,0
2021,TX,Uvalde,48463,24729,350,221,Jul,16,Suppressed
2021,TX,Uvalde,48463,24729,350,221,Aug,27,12
2021,TX,Uvalde,48463,24729,350,221,Sep,26,15
2021,TX,Uvalde,48463,24729,350,221,Oct,24,10
2021,TX,Uvalde,48463,24729,350,221,Nov,22,Suppressed
2021,TX,Uvalde,48463,24729,350,221,Dec,13,Suppressed
2021,TX,Val Verde,48465,47564,504,321,Jan,50,29
2021,TX,Val Verde,48465,47564,504,321,Feb,36,15
2021,TX,Val Verde,48465,47564,504,321,Mar,29,Suppressed
2021,TX,Val Verde,48465,47564,504,321,Apr,29,Suppressed
2021,TX,Val Verde,48465,47564,504,321,May,12,0
2021,TX,Val Verde,48465,47564,504,321,Jun,12,0
2021,TX,Val Verde,48465,47564,504,321,Jul,16,0
2021,TX,Val Verde,48465,47564,504,321,Aug,28,Suppressed
2021,TX,Val Verde,48465,47564,504,321,Sep,33,16
2021,TX,Val Verde,48465,47564,504,321,Oct,24,Suppressed
2021,TX,Val Verde,48465,47564,504,321,Nov,23,Suppressed
2021,TX,Val Verde,48465,47564,504,321,Dec,29,Suppressed
2021,TX,Van Zandt,48467,61275,986,603,Jan,61,29
2021,TX,Van Zandt,48467,61275,986,603,Feb,37,Suppressed
2021,TX,Van Zandt,48467,61275,986,603,Mar,39,Suppressed
2021,TX,Van Zandt,48467,61275,986,603,Apr,39,Suppressed
2021,TX,Van Zandt,48467,61275,986,603,May,44,Suppressed
2021,TX,Van Zandt,48467,61275,986,603,Jun,37,Suppressed
2021,TX,Van Zandt,48467,61275,986,603,Jul,45,Suppressed
2021,TX,Van Zandt,48467,61275,986,603,Aug,70,32
2021,TX,Van Zandt,48467,61275,986,603,Sep,68,33
2021,TX,Van Zandt,48467,61275,986,603,Oct,60,22
2021,TX,Van Zandt,48467,61275,986,603,Nov,50,Suppressed
2021,TX,Van Zandt,48467,61275,986,603,Dec,53,10
2021,TX,Victoria,48469,90964,1122,746,Jan,71,30
2021,TX,Victoria,48469,90964,1122,746,Feb,56,19
2021,TX,Victoria,48469,90964,1122,746,Mar,62,15
2021,TX,Victoria,48469,90964,1122,746,Apr,54,11
2021,TX,Victoria,48469,90964,1122,746,May,53,10
2021,TX,Victoria,48469,90964,1122,746,Jun,68,Suppressed
2021,TX,Victoria,48469,90964,1122,746,Jul,52,Suppressed
2021,TX,Victoria,48469,90964,1122,746,Aug,87,44
2021,TX,Victoria,48469,90964,1122,746,Sep,83,46
2021,TX,Victoria,48469,90964,1122,746,Oct,62,20
2021,TX,Victoria,48469,90964,1122,746,Nov,49,Suppressed
2021,TX,Victoria,48469,90964,1122,746,Dec,49,Suppressed
2021,TX,Walker,48471,77977,712,428,Jan,53,21
2021,TX,Walker,48471,77977,712,428,Feb,32,Suppressed
2021,TX,Walker,48471,77977,712,428,Mar,37,Suppressed
2021,TX,Walker,48471,77977,712,428,Apr,29,Suppressed
2021,TX,Walker,48471,77977,712,428,May,27,Suppressed
2021,TX,Walker,48471,77977,712,428,Jun,18,Suppressed
2021,TX,Walker,48471,77977,712,428,Jul,38,Suppressed
2021,TX,Walker,48471,77977,712,428,Aug,51,15
2021,TX,Walker,48471,77977,712,428,Sep,45,24
2021,TX,Walker,48471,77977,712,428,Oct,38,Suppressed
2021,TX,Walker,48471,77977,712,428,Nov,30,Suppressed
2021,TX,Walker,48471,77977,712,428,Dec,30,Suppressed
2021,TX,Waller,48473,59781,502,281,Jan,33,15
2021,TX,Waller,48473,59781,502,281,Feb,27,Suppressed
2021,TX,Waller,48473,59781,502,281,Mar,15,Suppressed
2021,TX,Waller,48473,59781,502,281,Apr,22,Suppressed
2021,TX,Waller,48473,59781,502,281,May,12,Suppressed
2021,TX,Waller,48473,59781,502,281,Jun,15,Suppressed
2021,TX,Waller,48473,59781,502,281,Jul,24,Suppressed
2021,TX,Waller,48473,59781,502,281,Aug,37,11
2021,TX,Waller,48473,59781,502,281,Sep,22,Suppressed
2021,TX,Waller,48473,59781,502,281,Oct,31,11
2021,TX,Waller,48473,59781,502,281,Nov,27,Suppressed
2021,TX,Waller,48473,59781,502,281,Dec,16,Suppressed
2021,TX,Ward,48475,11194,122,71,Jan,15,Suppressed
2021,TX,Ward,48475,11194,122,71,Feb,Suppressed,0
2021,TX,Ward,48475,11194,122,71,Mar,Suppressed,Suppressed
2021,TX,Ward,48475,11194,122,71,Apr,Suppressed,0
2021,TX,Ward,48475,11194,122,71,May,Suppressed,0
2021,TX,Ward,48475,11194,122,71,Jun,Suppressed,0
2021,TX,Ward,48475,11194,122,71,Jul,Suppressed,0
2021,TX,Ward,48475,11194,122,71,Aug,Suppressed,Suppressed
2021,TX,Ward,48475,11194,122,71,Sep,Suppressed,Suppressed
2021,TX,Ward,48475,11194,122,71,Oct,Suppressed,Suppressed
2021,TX,Ward,48475,11194,122,71,Nov,Suppressed,Suppressed
2021,TX,Ward,48475,11194,122,71,Dec,Suppressed,Suppressed
2021,TX,Washington,48477,35891,522,333,Jan,36,17
2021,TX,Washington,48477,35891,522,333,Feb,25,Suppressed
2021,TX,Washington,48477,35891,522,333,Mar,28,Suppressed
2021,TX,Washington,48477,35891,522,333,Apr,34,Suppressed
2021,TX,Washington,48477,35891,522,333,May,27,0
2021,TX,Washington,48477,35891,522,333,Jun,11,Suppressed
2021,TX,Washington,48477,35891,522,333,Jul,26,Suppressed
2021,TX,Washington,48477,35891,522,333,Aug,27,Suppressed
2021,TX,Washington,48477,35891,522,333,Sep,44,16
2021,TX,Washington,48477,35891,522,333,Oct,31,Suppressed
2021,TX,Washington,48477,35891,522,333,Nov,26,Suppressed
2021,TX,Washington,48477,35891,522,333,Dec,18,Suppressed
2021,TX,Webb,48479,267945,1985,1288,Jan,233,159
2021,TX,Webb,48479,267945,1985,1288,Feb,129,68
2021,TX,Webb,48479,267945,1985,1288,Mar,97,16
2021,TX,Webb,48479,267945,1985,1288,Apr,81,10
2021,TX,Webb,48479,267945,1985,1288,May,82,Suppressed
2021,TX,Webb,48479,267945,1985,1288,Jun,74,Suppressed
2021,TX,Webb,48479,267945,1985,1288,Jul,99,11
2021,TX,Webb,48479,267945,1985,1288,Aug,128,42
2021,TX,Webb,48479,267945,1985,1288,Sep,117,32
2021,TX,Webb,48479,267945,1985,1288,Oct,91,16
2021,TX,Webb,48479,267945,1985,1288,Nov,69,12
2021,TX,Webb,48479,267945,1985,1288,Dec,88,Suppressed
2021,TX,Wharton,48481,41721,569,371,Jan,46,15
2021,TX,Wharton,48481,41721,569,371,Feb,26,12
2021,TX,Wharton,48481,41721,569,371,Mar,29,Suppressed
2021,TX,Wharton,48481,41721,569,371,Apr,26,Suppressed
2021,TX,Wharton,48481,41721,569,371,May,19,Suppressed
2021,TX,Wharton,48481,41721,569,371,Jun,16,Suppressed
2021,TX,Wharton,48481,41721,569,371,Jul,20,Suppressed
2021,TX,Wharton,48481,41721,569,371,Aug,46,21
2021,TX,Wharton,48481,41721,569,371,Sep,51,25
2021,TX,Wharton,48481,41721,569,371,Oct,37,17
2021,TX,Wharton,48481,41721,569,371,Nov,28,Suppressed
2021,TX,Wharton,48481,41721,569,371,Dec,27,Suppressed
2021,TX,Wheeler,48483,4927,93,52,Jan,Suppressed,0
2021,TX,Wheeler,48483,4927,93,52,Feb,Suppressed,Suppressed
2021,TX,Wheeler,48483,4927,93,52,Mar,Suppressed,0
2021,TX,Wheeler,48483,4927,93,52,Apr,Suppressed,0
2021,TX,Wheeler,48483,4927,93,52,May,Suppressed,Suppressed
2021,TX,Wheeler,48483,4927,93,52,Jun,Suppressed,Suppressed
2021,TX,Wheeler,48483,4927,93,52,Jul,Suppressed,0
2021,TX,Wheeler,48483,4927,93,52,Aug,Suppressed,Suppressed
2021,TX,Wheeler,48483,4927,93,52,Sep,Suppressed,Suppressed
2021,TX,Wheeler,48483,4927,93,52,Oct,Suppressed,0
2021,TX,Wheeler,48483,4927,93,52,Nov,Suppressed,0
2021,TX,Wheeler,48483,4927,93,52,Dec,Suppressed,Suppressed
2021,TX,Wichita,48485,130069,1776,1220,Jan,146,77
2021,TX,Wichita,48485,130069,1776,1220,Feb,110,27
2021,TX,Wichita,48485,130069,1776,1220,Mar,88,Suppressed
2021,TX,Wichita,48485,130069,1776,1220,Apr,71,Suppressed
2021,TX,Wichita,48485,130069,1776,1220,May,84,Suppressed
2021,TX,Wichita,48485,130069,1776,1220,Jun,76,Suppressed
2021,TX,Wichita,48485,130069,1776,1220,Jul,90,10
2021,TX,Wichita,48485,130069,1776,1220,Aug,107,21
2021,TX,Wichita,48485,130069,1776,1220,Sep,129,52
2021,TX,Wichita,48485,130069,1776,1220,Oct,124,43
2021,TX,Wichita,48485,130069,1776,1220,Nov,89,15
2021,TX,Wichita,48485,130069,1776,1220,Dec,106,13
2021,TX,Wilbarger,48487,12731,198,141,Jan,23,10
2021,TX,Wilbarger,48487,12731,198,141,Feb,Suppressed,Suppressed
2021,TX,Wilbarger,48487,12731,198,141,Mar,10,Suppressed
2021,TX,Wilbarger,48487,12731,198,141,Apr,10,0
2021,TX,Wilbarger,48487,12731,198,141,May,Suppressed,Suppressed
2021,TX,Wilbarger,48487,12731,198,141,Jun,10,0
2021,TX,Wilbarger,48487,12731,198,141,Jul,10,Suppressed
2021,TX,Wilbarger,48487,12731,198,141,Aug,Suppressed,0
2021,TX,Wilbarger,48487,12731,198,141,Sep,12,Suppressed
2021,TX,Wilbarger,48487,12731,198,141,Oct,10,Suppressed
2021,TX,Wilbarger,48487,12731,198,141,Nov,21,Suppressed
2021,TX,Wilbarger,48487,12731,198,141,Dec,13,Suppressed
2021,TX,Willacy,48489,20316,228,153,Jan,21,Suppressed
2021,TX,Willacy,48489,20316,228,153,Feb,20,11
2021,TX,Willacy,48489,20316,228,153,Mar,15,Suppressed
2021,TX,Willacy,48489,20316,228,153,Apr,Suppressed,0
2021,TX,Willacy,48489,20316,228,153,May,Suppressed,Suppressed
2021,TX,Willacy,48489,20316,228,153,Jun,11,Suppressed
2021,TX,Willacy,48489,20316,228,153,Jul,13,Suppressed
2021,TX,Willacy,48489,20316,228,153,Aug,16,Suppressed
2021,TX,Willacy,48489,20316,228,153,Sep,14,Suppressed
2021,TX,Willacy,48489,20316,228,153,Oct,13,Suppressed
2021,TX,Willacy,48489,20316,228,153,Nov,14,Suppressed
2021,TX,Willacy,48489,20316,228,153,Dec,Suppressed,0
2021,TX,Williamson,48491,643026,4070,2320,Jan,297,125
2021,TX,Williamson,48491,643026,4070,2320,Feb,200,55
2021,TX,Williamson,48491,643026,4070,2320,Mar,171,25
2021,TX,Williamson,48491,643026,4070,2320,Apr,163,11
2021,TX,Williamson,48491,643026,4070,2320,May,150,14
2021,TX,Williamson,48491,643026,4070,2320,Jun,155,Suppressed
2021,TX,Williamson,48491,643026,4070,2320,Jul,158,17
2021,TX,Williamson,48491,643026,4070,2320,Aug,229,77
2021,TX,Williamson,48491,643026,4070,2320,Sep,232,85
2021,TX,Williamson,48491,643026,4070,2320,Oct,177,41
2021,TX,Williamson,48491,643026,4070,2320,Nov,200,26
2021,TX,Williamson,48491,643026,4070,2320,Dec,188,12
2021,TX,Wilson,48493,51257,641,359,Jan,37,15
2021,TX,Wilson,48493,51257,641,359,Feb,28,Suppressed
2021,TX,Wilson,48493,51257,641,359,Mar,33,Suppressed
2021,TX,Wilson,48493,51257,641,359,Apr,15,0
2021,TX,Wilson,48493,51257,641,359,May,19,Suppressed
2021,TX,Wilson,48493,51257,641,359,Jun,18,Suppressed
2021,TX,Wilson,48493,51257,641,359,Jul,27,Suppressed
2021,TX,Wilson,48493,51257,641,359,Aug,45,25
2021,TX,Wilson,48493,51257,641,359,Sep,48,24
2021,TX,Wilson,48493,51257,641,359,Oct,39,15
2021,TX,Wilson,48493,51257,641,359,Nov,23,Suppressed
2021,TX,Wilson,48493,51257,641,359,Dec,27,Suppressed
2021,TX,Winkler,48495,7415,88,45,Jan,Suppressed,Suppressed
2021,TX,Winkler,48495,7415,88,45,Feb,Suppressed,Suppressed
2021,TX,Winkler,48495,7415,88,45,Mar,Suppressed,0
2021,TX,Winkler,48495,7415,88,45,Apr,Suppressed,0
2021,TX,Winkler,48495,7415,88,45,May,0,0
2021,TX,Winkler,48495,7415,88,45,Jun,Suppressed,0
2021,TX,Winkler,48495,7415,88,45,Jul,Suppressed,Suppressed
2021,TX,Winkler,48495,7415,88,45,Aug,Suppressed,Suppressed
2021,TX,Winkler,48495,7415,88,45,Sep,Suppressed,Suppressed
2021,TX,Winkler,48495,7415,88,45,Oct,Suppressed,Suppressed
2021,TX,Winkler,48495,7415,88,45,Nov,Suppressed,Suppressed
2021,TX,Winkler,48495,7415,88,45,Dec,Suppressed,0
2021,TX,Wise,48497,71714,833,508,Jan,56,26
2021,TX,Wise,48497,71714,833,508,Feb,36,12
2021,TX,Wise,48497,71714,833,508,Mar,33,Suppressed
2021,TX,Wise,48497,71714,833,508,Apr,41,0
2021,TX,Wise,48497,71714,833,508,May,25,Suppressed
2021,TX,Wise,48497,71714,833,508,Jun,33,Suppressed
2021,TX,Wise,48497,71714,833,508,Jul,46,Suppressed
2021,TX,Wise,48497,71714,833,508,Aug,54,21
2021,TX,Wise,48497,71714,833,508,Sep,54,27
2021,TX,Wise,48497,71714,833,508,Oct,55,21
2021,TX,Wise,48497,71714,833,508,Nov,33,Suppressed
2021,TX,Wise,48497,71714,833,508,Dec,42,11
2021,TX,Wood,48499,45875,912,567,Jan,63,25
2021,TX,Wood,48499,45875,912,567,Feb,49,11
2021,TX,Wood,48499,45875,912,567,Mar,37,Suppressed
2021,TX,Wood,48499,45875,912,567,Apr,29,0
2021,TX,Wood,48499,45875,912,567,May,38,0
2021,TX,Wood,48499,45875,912,567,Jun,29,0
2021,TX,Wood,48499,45875,912,567,Jul,30,Suppressed
2021,TX,Wood,48499,45875,912,567,Aug,74,34
2021,TX,Wood,48499,45875,912,567,Sep,69,37
2021,TX,Wood,48499,45875,912,567,Oct,54,14
2021,TX,Wood,48499,45875,912,567,Nov,55,Suppressed
2021,TX,Wood,48499,45875,912,567,Dec,40,10
2021,TX,Yoakum,48501,7607,80,52,Jan,Suppressed,Suppressed
2021,TX,Yoakum,48501,7607,80,52,Feb,Suppressed,Suppressed
2021,TX,Yoakum,48501,7607,80,52,Mar,Suppressed,0
2021,TX,Yoakum,48501,7607,80,52,Apr,Suppressed,0
2021,TX,Yoakum,48501,7607,80,52,May,Suppressed,0
2021,TX,Yoakum,48501,7607,80,52,Jun,Suppressed,Suppressed
2021,TX,Yoakum,48501,7607,80,52,Jul,Suppressed,0
2021,TX,Yoakum,48501,7607,80,52,Aug,Suppressed,Suppressed
2021,TX,Yoakum,48501,7607,80,52,Sep,Suppressed,Suppressed
2021,TX,Yoakum,48501,7607,80,52,Oct,Suppressed,Suppressed
2021,TX,Yoakum,48501,7607,80,52,Nov,Suppressed,Suppressed
2021,TX,Yoakum,48501,7607,80,52,Dec,Suppressed,Suppressed
2021,TX,Young,48503,17977,322,194,Jan,20,Suppressed
2021,TX,Young,48503,17977,322,194,Feb,12,Suppressed
2021,TX,Young,48503,17977,322,194,Mar,14,Suppressed
2021,TX,Young,48503,17977,322,194,Apr,10,0
2021,TX,Young,48503,17977,322,194,May,12,0
2021,TX,Young,48503,17977,322,194,Jun,15,0
2021,TX,Young,48503,17977,322,194,Jul,13,0
2021,TX,Young,48503,17977,322,194,Aug,14,Suppressed
2021,TX,Young,48503,17977,322,194,Sep,26,Suppressed
2021,TX,Young,48503,17977,322,194,Oct,19,Suppressed
2021,TX,Young,48503,17977,322,194,Nov,20,Suppressed
2021,TX,Young,48503,17977,322,194,Dec,19,0
2021,TX,Zapata,48505,13908,142,87,Jan,Suppressed,Suppressed
2021,TX,Zapata,48505,13908,142,87,Feb,10,Suppressed
2021,TX,Zapata,48505,13908,142,87,Mar,Suppressed,0
2021,TX,Zapata,48505,13908,142,87,Apr,Suppressed,0
2021,TX,Zapata,48505,13908,142,87,May,Suppressed,0
2021,TX,Zapata,48505,13908,142,87,Jun,Suppressed,0
2021,TX,Zapata,48505,13908,142,87,Jul,Suppressed,Suppressed
2021,TX,Zapata,48505,13908,142,87,Aug,Suppressed,Suppressed
2021,TX,Zapata,48505,13908,142,87,Sep,Suppressed,Suppressed
