year,state,county,county_code,annual_county_population,annual_all_deaths,annual_hospital_deaths,month,monthly_hospital_deaths,monthly_covid_hospital_deaths
2021,OK,Adair,40001,19414,347,200,Jan,34,22
2021,OK,Adair,40001,19414,347,200,Feb,17,Suppressed
2021,OK,Adair,40001,19414,347,200,Mar,Suppressed,Suppressed
2021,OK,Adair,40001,19414,347,200,Apr,Suppressed,Suppressed
2021,OK,Adair,40001,19414,347,200,May,Suppressed,Suppressed
2021,OK,Adair,40001,19414,347,200,Jun,12,0
2021,OK,Adair,40001,19414,347,200,Jul,21,Suppressed
2021,OK,Adair,40001,19414,347,200,Aug,23,Suppressed
2021,OK,Adair,40001,19414,347,200,Sep,18,Suppressed
2021,OK,Adair,40001,19414,347,200,Oct,22,Suppressed
2021,OK,Adair,40001,19414,347,200,Nov,12,Suppressed
2021,OK,Adair,40001,19414,347,200,Dec,17,Suppressed
2021,OK,Alfalfa,40003,5710,53,28,Jan,Suppressed,Suppressed
2021,OK,Alfalfa,40003,5710,53,28,Feb,Suppressed,0
2021,OK,Alfalfa,40003,5710,53,28,Mar,0,0
2021,OK,Alfalfa,40003,5710,53,28,Apr,Suppressed,0
2021,OK,Alfalfa,40003,5710,53,28,May,Suppressed,Suppressed
2021,OK,Alfalfa,40003,5710,53,28,Jun,Suppressed,0
2021,OK,Alfalfa,40003,5710,53,28,Jul,0,0
2021,OK,Alfalfa,40003,5710,53,28,Aug,Suppressed,0
2021,OK,Alfalfa,40003,5710,53,28,Sep,Suppressed,0
2021,OK,Alfalfa,40003,5710,53,28,Oct,Suppressed,0
2021,OK,Alfalfa,40003,5710,53,28,Nov,Suppressed,0
2021,OK,Alfalfa,40003,5710,53,28,Dec,Suppressed,Suppressed
2021,OK,Atoka,40005,14324,195,124,Jan,21,11
2021,OK,Atoka,40005,14324,195,124,Feb,12,Suppressed
2021,OK,Atoka,40005,14324,195,124,Mar,Suppressed,0
2021,OK,Atoka,40005,14324,195,124,Apr,Suppressed,Suppressed
2021,OK,Atoka,40005,14324,195,124,May,Suppressed,0
2021,OK,Atoka,40005,14324,195,124,Jun,Suppressed,0
2021,OK,Atoka,40005,14324,195,124,Jul,10,0
2021,OK,Atoka,40005,14324,195,124,Aug,10,Suppressed
2021,OK,Atoka,40005,14324,195,124,Sep,11,Suppressed
2021,OK,Atoka,40005,14324,195,124,Oct,11,Suppressed
2021,OK,Atoka,40005,14324,195,124,Nov,10,0
2021,OK,Atoka,40005,14324,195,124,Dec,14,Suppressed
2021,OK,Beaver,40007,4980,63,35,Jan,Suppressed,Suppressed
2021,OK,Beaver,40007,4980,63,35,Feb,Suppressed,0
2021,OK,Beaver,40007,4980,63,35,Mar,Suppressed,0
2021,OK,Beaver,40007,4980,63,35,Apr,Suppressed,0
2021,OK,Beaver,40007,4980,63,35,May,Suppressed,0
2021,OK,Beaver,40007,4980,63,35,Jun,Suppressed,0
2021,OK,Beaver,40007,4980,63,35,Jul,Suppressed,0
2021,OK,Beaver,40007,4980,63,35,Aug,Suppressed,0
