year,state,county,county_code,annual_county_population,annual_all_deaths,annual_hospital_deaths,month,monthly_hospital_deaths,monthly_covid_hospital_deaths
2019,TX,Anderson,48001,57735,668,405,Jan,35,0
2019,TX,Anderson,48001,57735,668,405,Feb,29,0
2019,TX,Anderson,48001,57735,668,405,Mar,36,0
2019,TX,Anderson,48001,57735,668,405,Apr,48,0
2019,TX,Anderson,48001,57735,668,405,May,28,0
2019,TX,Anderson,48001,57735,668,405,Jun,36,0
2019,TX,Anderson,48001,57735,668,405,Jul,29,0
2019,TX,Anderson,48001,57735,668,405,Aug,31,0
2019,TX,Anderson,48001,57735,668,405,Sep,31,0
2019,TX,Anderson,48001,57735,668,405,Oct,24,0
2019,TX,Anderson,48001,57735,668,405,Nov,38,0
2019,TX,Anderson,48001,57735,668,405,Dec,40,0
2019,TX,Andrews,48003,18705,125,79,Jan,13,0
2019,TX,Andrews,48003,18705,125,79,Feb,Suppressed,0
2019,TX,Andrews,48003,18705,125,79,Mar,Suppressed,0
2019,TX,Andrews,48003,18705,125,79,Apr,Suppressed,0
2019,TX,Andrews,48003,18705,125,79,May,Suppressed,0
2019,TX,Andrews,48003,18705,125,79,Jun,Suppressed,0
2019,TX,Andrews,48003,18705,125,79,Jul,Suppressed,0
2019,TX,Andrews,48003,18705,125,79,Aug,Suppressed,0
2019,TX,Andrews,48003,18705,125,79,Sep,Suppressed,0
2019,TX,Andrews,48003,18705,125,79,Oct,Suppressed,0
2019,TX,Andrews,48003,18705,125,79,Nov,Suppressed,0
2019,TX,Andrews,48003,18705,125,79,Dec,12,0
2019,TX,Angelina,48005,86715,909,611,Jan,63,0
2019,TX,Angelina,48005,86715,909,611,Feb,36,0
2019,TX,Angelina,48005,86715,909,611,Mar,61,0
2019,TX,Angelina,48005,86715,909,611,Apr,50,0
2019,TX,Angelina,48005,86715,909,611,May,60,0
2019,TX,Angelina,48005,86715,909,611,Jun,45,0
2019,TX,Angelina,48005,86715,909,611,Jul,48,0
2019,TX,Angelina,48005,86715,909,611,Aug,56,0
2019,TX,Angelina,48005,86715,909,611,Sep,49,0
2019,TX,Angelina,48005,86715,909,611,Oct,42,0
2019,TX,Angelina,48005,86715,909,611,Nov,42,0
2019,TX,Angelina,48005,86715,909,611,Dec,59,0
2019,TX,Aransas,48007,23510,361,168,Jan,12,0
2019,TX,Aransas,48007,23510,361,168,Feb,15,0
2019,TX,Aransas,48007,23510,361,168,Mar,13,0
2019,TX,Aransas,48007,23510,361,168,Apr,Suppressed,0
2019,TX,Aransas,48007,23510,361,168,May,20,0
2019,TX,Aransas,48007,23510,361,168,Jun,18,0
2019,TX,Aransas,48007,23510,361,168,Jul,11,0
2019,TX,Aransas,48007,23510,361,168,Aug,12,0
