year,state,county,county_code,annual_county_population,annual_all_deaths,annual_hospital_deaths,month,monthly_hospital_deaths,monthly_covid_hospital_deaths
2020,TX,Anderson,48001,57805,737,422,Jan,34,0
2020,TX,Anderson,48001,57805,737,422,Feb,34,0
2020,TX,Anderson,48001,57805,737,422,Mar,41,0
2020,TX,Anderson,48001,57805,737,422,Apr,29,0
2020,TX,Anderson,48001,57805,737,422,May,25,Suppressed
2020,TX,Anderson,48001,57805,737,422,Jun,30,Suppressed
2020,TX,Anderson,48001,57805,737,422,Jul,35,Suppressed
2020,TX,Anderson,48001,57805,737,422,Aug,43,10
2020,TX,Anderson,48001,57805,737,422,Sep,41,12
2020,TX,Anderson,48001,57805,737,422,Oct,36,Suppressed
2020,TX,Anderson,48001,57805,737,422,Nov,32,11
2020,TX,Anderson,48001,57805,737,422,Dec,42,19
2020,TX,Andrews,48003,18879,156,97,Jan,11,0
2020,TX,Andrews,48003,18879,156,97,Feb,Suppressed,0
2020,TX,Andrews,48003,18879,156,97,Mar,Suppressed,0
2020,TX,Andrews,48003,18879,156,97,Apr,Suppressed,0
2020,TX,Andrews,48003,18879,156,97,May,Suppressed,Suppressed
2020,TX,Andrews,48003,18879,156,97,Jun,Suppressed,Suppressed
2020,TX,Andrews,48003,18879,156,97,Jul,Suppressed,Suppressed
2020,TX,Andrews,48003,18879,156,97,Aug,Suppressed,Suppressed
2020,TX,Andrews,48003,18879,156,97,Sep,Suppressed,Suppressed
2020,TX,Andrews,48003,18879,156,97,Oct,Suppressed,0
2020,TX,Andrews,48003,18879,156,97,Nov,14,Suppressed
2020,TX,Andrews,48003,18879,156,97,Dec,20,13
2020,TX,Angelina,48005,86796,1162,793,Jan,79,0
2020,TX,Angelina,48005,86796,1162,793,Feb,47,0
2020,TX,Angelina,48005,86796,1162,793,Mar,55,0
2020,TX,Angelina,48005,86796,1162,793,Apr,53,Suppressed
2020,TX,Angelina,48005,86796,1162,793,May,53,Suppressed
2020,TX,Angelina,48005,86796,1162,793,Jun,85,21
