county_code,month,weekday,wkday_hospital_deaths,covid_wkday_hospital_deaths
40007,Jun,Monday,Suppressed,0
40007,Jun,Tuesday,0,0
40007,Jun,Wednesday,Suppressed,0
40007,Jun,Thursday,0,0
40007,Jun,Friday,0,0
40007,Jun,Saturday,0,0
40007,Jun,Unknown,0,0
40007,Jul,Sunday,0,0
40007,Jul,Monday,Suppressed,0
40007,Jul,Tuesday,0,0
40007,Jul,Wednesday,Suppressed,0
40007,Jul,Thursday,Suppressed,0
40007,Jul,Friday,Suppressed,0
40007,Jul,Saturday,Suppressed,0
40007,Jul,Unknown,0,0
40007,Aug,Sunday,0,0
40007,Aug,Monday,Suppressed,0
40007,Aug,Tuesday,0,0
40007,Aug,Wednesday,0,0
40007,Aug,Thursday,Suppressed,0
40007,Aug,Friday,0,0
40007,Aug,Saturday,Suppressed,0
40007,Aug,Unknown,0,0
40007,Sep,Sunday,Suppressed,0
40007,Sep,Monday,Suppressed,0
40007,Sep,Tuesday,0,0
40007,Sep,Wednesday,Suppressed,0
40007,Sep,Thursday,Suppressed,0
40007,Sep,Friday,0,0
40007,Sep,Saturday,Suppressed,0
40007,Sep,Unknown,0,0
40007,Oct,Sunday,0,0
40007,Oct,Monday,Suppressed,0
40007,Oct,Tuesday,Suppressed,0
40007,Oct,Wednesday,0,0
40007,Oct,Thursday,Suppressed,0
40007,Oct,Friday,0,0
40007,Oct,Saturday,0,0
40007,Oct,Unknown,0,0
40007,Nov,Sunday,Suppressed,0
40007,Nov,Monday,0,0
40007,Nov,Tuesday,0,0
40007,Nov,Wednesday,0,0
40007,Nov,Thursday,Suppressed,0
40007,Nov,Friday,0,0
40007,Nov,Saturday,0,0
40007,Nov,Unknown,0,0
40007,Dec,Sunday,0,0
40007,Dec,Monday,0,0
40007,Dec,Tuesday,0,0
40007,Dec,Wednesday,0,0
40007,Dec,Thursday,0,0
40007,Dec,Friday,0,0
40007,Dec,Saturday,0,0
40007,Dec,Unknown,0,0
40009,Jan,Sunday,Suppressed,0
40009,Jan,Monday,Suppressed,0
40009,Jan,Tuesday,Suppressed,0
40009,Jan,Wednesday,Suppressed,0
40009,Jan,Thursday,Suppressed,0
40009,Jan,Friday,Suppressed,0
40009,Jan,Saturday,Suppressed,0
40009,Jan,Unknown,0,0
40009,Feb,Sunday,Suppressed,0
40009,Feb,Monday,Suppressed,0
40009,Feb,Tuesday,Suppressed,0
40009,Feb,Wednesday,Suppressed,0
40009,Feb,Thursday,Suppressed,0
40009,Feb,Friday,Suppressed,0
40009,Feb,Saturday,Suppressed,0
40009,Feb,Unknown,0,0
40009,Mar,Sunday,Suppressed,0
40009,Mar,Monday,Suppressed,0
40009,Mar,Tuesday,Suppressed,0
40009,Mar,Wednesday,0,0
40009,Mar,Thursday,Suppressed,0
40009,Mar,Friday,Suppressed,0
40009,Mar,Saturday,0,0
40009,Mar,Unknown,0,0
40009,Apr,Sunday,Suppressed,0
40009,Apr,Monday,Suppressed,0
40009,Apr,Tuesday,Suppressed,0
40009,Apr,Wednesday,Suppressed,0
40009,Apr,Thursday,Suppressed,0
40009,Apr,Friday,Suppressed,0
40009,Apr,Saturday,Suppressed,0
40009,Apr,Unknown,0,0
40009,May,Sunday,Suppressed,0
40009,May,Monday,Suppressed,0
40009,May,Tuesday,Suppressed,0
40009,May,Wednesday,Suppressed,0
40009,May,Thursday,Suppressed,0
40009,May,Friday,0,0
40009,May,Saturday,Suppressed,0
40009,May,Unknown,0,0
40009,Jun,Sunday,0,0
40009,Jun,Monday,Suppressed,0
40009,Jun,Tuesday,Suppressed,0
40009,Jun,Wednesday,Suppressed,0
40009,Jun,Thursday,Suppressed,0
40009,Jun,Friday,0,0
40009,Jun,Saturday,Suppressed,0
40009,Jun,Unknown,0,0
40009,Jul,Sunday,Suppressed,0
40009,Jul,Monday,Suppressed,0
40009,Jul,Tuesday,Suppressed,0
40009,Jul,Wednesday,Suppressed,0
40009,Jul,Thursday,Suppressed,0
40009,Jul,Friday,Suppressed,0
40009,Jul,Saturday,Suppressed,0
40009,Jul,Unknown,0,0
40009,Aug,Sunday,Suppressed,0
40009,Aug,Monday,Suppressed,0
40009,Aug,Tuesday,0,0
40009,Aug,Wednesday,Suppressed,0
40009,Aug,Thursday,Suppressed,0
40009,Aug,Friday,Suppressed,0
40009,Aug,Saturday,Suppressed,0
40009,Aug,Unknown,0,0
40009,Sep,Sunday,Suppressed,0
40009,Sep,Monday,Suppressed,0
40009,Sep,Tuesday,Suppressed,0
40009,Sep,Wednesday,0,0
40009,Sep,Thursday,Suppressed,0
40009,Sep,Friday,Suppressed,0
40009,Sep,Saturday,0,0
40009,Sep,Unknown,0,0
40009,Oct,Sunday,Suppressed,0
40009,Oct,Monday,Suppressed,0
40009,Oct,Tuesday,0,0
40009,Oct,Wednesday,Suppressed,0
40009,Oct,Thursday,Suppressed,0
40009,Oct,Friday,Suppressed,0
40009,Oct,Saturday,Suppressed,0
40009,Oct,Unknown,0,0
40009,Nov,Sunday,Suppressed,0
40009,Nov,Monday,0,0
40009,Nov,Tuesday,Suppressed,0
40009,Nov,Wednesday,Suppressed,0
40009,Nov,Thursday,Suppressed,0
40009,Nov,Friday,Suppressed,0
40009,Nov,Saturday,Suppressed,0
40009,Nov,Unknown,0,0
40009,Dec,Sunday,Suppressed,0
40009,Dec,Monday,Suppressed,0
40009,Dec,Tuesday,Suppressed,0
40009,Dec,Wednesday,Suppressed,0
40009,Dec,Thursday,0,0
40009,Dec,Friday,Suppressed,0
40009,Dec,Saturday,Suppressed,0
40009,Dec,Unknown,0,0
40011,Jan,Sunday,Suppressed,0
40011,Jan,Monday,0,0
40011,Jan,Tuesday,Suppressed,0
40011,Jan,Wednesday,Suppressed,0
40011,Jan,Thursday,Suppressed,0
40011,Jan,Friday,0,0
40011,Jan,Saturday,Suppressed,0
40011,Jan,Unknown,0,0
40011,Feb,Sunday,Suppressed,0
40011,Feb,Monday,0,0
40011,Feb,Tuesday,Suppressed,0
40011,Feb,Wednesday,0,0
40011,Feb,Thursday,Suppressed,0
40011,Feb,Friday,0,0
40011,Feb,Saturday,Suppressed,0
40011,Feb,Unknown,0,0
40011,Mar,Sunday,Suppressed,0
40011,Mar,Monday,Suppressed,0
40011,Mar,Tuesday,Suppressed,0
40011,Mar,Wednesday,0,0
40011,Mar,Thursday,Suppressed,0
40011,Mar,Friday,Suppressed,0
40011,Mar,Saturday,Suppressed,0
40011,Mar,Unknown,0,0
40011,Apr,Sunday,Suppressed,0
40011,Apr,Monday,0,0
40011,Apr,Tuesday,0,0
40011,Apr,Wednesday,Suppressed,0
40011,Apr,Thursday,Suppressed,0
40011,Apr,Friday,0,0
40011,Apr,Saturday,Suppressed,0
40011,Apr,Unknown,0,0
40011,May,Sunday,Suppressed,0
40011,May,Monday,Suppressed,0
40011,May,Tuesday,Suppressed,0
40011,May,Wednesday,Suppressed,0
40011,May,Thursday,Suppressed,0
40011,May,Friday,Suppressed,0
40011,May,Saturday,0,0
40011,May,Unknown,0,0
40011,Jun,Sunday,Suppressed,0
40011,Jun,Monday,0,0
40011,Jun,Tuesday,0,0
40011,Jun,Wednesday,Suppressed,0
40011,Jun,Thursday,0,0
40011,Jun,Friday,0,0
40011,Jun,Saturday,Suppressed,0
40011,Jun,Unknown,0,0
40011,Jul,Sunday,0,0
40011,Jul,Monday,Suppressed,0
40011,Jul,Tuesday,0,0
40011,Jul,Wednesday,Suppressed,0
40011,Jul,Thursday,Suppressed,0
40011,Jul,Friday,0,0
40011,Jul,Saturday,Suppressed,0
40011,Jul,Unknown,0,0
40011,Aug,Sunday,Suppressed,0
40011,Aug,Monday,Suppressed,0
40011,Aug,Tuesday,0,0
40011,Aug,Wednesday,Suppressed,0
40011,Aug,Thursday,Suppressed,0
40011,Aug,Friday,Suppressed,0
40011,Aug,Saturday,Suppressed,0
40011,Aug,Unknown,0,0
40011,Sep,Sunday,0,0
40011,Sep,Monday,0,0
40011,Sep,Tuesday,0,0
40011,Sep,Wednesday,0,0
40011,Sep,Thursday,Suppressed,0
40011,Sep,Friday,Suppressed,0
40011,Sep,Saturday,Suppressed,0
40011,Sep,Unknown,0,0
40011,Oct,Sunday,Suppressed,0
40011,Oct,Monday,Suppressed,0
40011,Oct,Tuesday,0,0
40011,Oct,Wednesday,Suppressed,0
40011,Oct,Thursday,Suppressed,0
40011,Oct,Friday,Suppressed,0
40011,Oct,Saturday,Suppressed,0
40011,Oct,Unknown,0,0
40011,Nov,Sunday,Suppressed,0
40011,Nov,Monday,Suppressed,0
40011,Nov,Tuesday,Suppressed,0
40011,Nov,Wednesday,0,0
40011,Nov,Thursday,0,0
40011,Nov,Friday,0,0
40011,Nov,Saturday,0,0
40011,Nov,Unknown,0,0
40011,Dec,Sunday,Suppressed,0
40011,Dec,Monday,Suppressed,0
40011,Dec,Tuesday,Suppressed,0
40011,Dec,Wednesday,Suppressed,0
40011,Dec,Thursday,0,0
40011,Dec,Friday,Suppressed,0
40011,Dec,Saturday,0,0
40011,Dec,Unknown,0,0
40013,Jan,Sunday,Suppressed,0
40013,Jan,Monday,Suppressed,0
40013,Jan,Tuesday,Suppressed,0
40013,Jan,Wednesday,Suppressed,0
40013,Jan,Thursday,Suppressed,0
40013,Jan,Friday,Suppressed,0
40013,Jan,Saturday,Suppressed,0
40013,Jan,Unknown,0,0
40013,Feb,Sunday,Suppressed,0
40013,Feb,Monday,Suppressed,0
40013,Feb,Tuesday,Suppressed,0
40013,Feb,Wednesday,Suppressed,0
40013,Feb,Thursday,Suppressed,0
40013,Feb,Friday,Suppressed,0
40013,Feb,Saturday,Suppressed,0
40013,Feb,Unknown,0,0
40013,Mar,Sunday,Suppressed,0
40013,Mar,Monday,Suppressed,0
40013,Mar,Tuesday,Suppressed,0
40013,Mar,Wednesday,Suppressed,0
40013,Mar,Thursday,Suppressed,0
40013,Mar,Friday,Suppressed,0
40013,Mar,Saturday,Suppressed,0
40013,Mar,Unknown,0,0
40013,Apr,Sunday,Suppressed,0
40013,Apr,Monday,Suppressed,0
40013,Apr,Tuesday,Suppressed,0
40013,Apr,Wednesday,Suppressed,0
40013,Apr,Thursday,Suppressed,0
40013,Apr,Friday,Suppressed,0
40013,Apr,Saturday,Suppressed,0
40013,Apr,Unknown,0,0
40013,May,Sunday,Suppressed,0
40013,May,Monday,Suppressed,0
40013,May,Tuesday,Suppressed,0
40013,May,Wednesday,Suppressed,0
40013,May,Thursday,Suppressed,0
40013,May,Friday,Suppressed,0
40013,May,Saturday,Suppressed,0
40013,May,Unknown,0,0
40013,Jun,Sunday,0,0
40013,Jun,Monday,Suppressed,0
40013,Jun,Tuesday,Suppressed,0
40013,Jun,Wednesday,Suppressed,0
40013,Jun,Thursday,Suppressed,0
40013,Jun,Friday,Suppressed,0
40013,Jun,Saturday,Suppressed,0
40013,Jun,Unknown,0,0
40013,Jul,Sunday,Suppressed,0
40013,Jul,Monday,Suppressed,0
40013,Jul,Tuesday,Suppressed,0
40013,Jul,Wednesday,Suppressed,0
40013,Jul,Thursday,Suppressed,0
40013,Jul,Friday,Suppressed,0
40013,Jul,Saturday,Suppressed,0
40013,Jul,Unknown,0,0
40013,Aug,Sunday,Suppressed,0
40013,Aug,Monday,Suppressed,0
40013,Aug,Tuesday,Suppressed,0
40013,Aug,Wednesday,Suppressed,0
40013,Aug,Thursday,Suppressed,0
40013,Aug,Friday,Suppressed,0
40013,Aug,Saturday,Suppressed,0
40013,Aug,Unknown,0,0
40013,Sep,Sunday,Suppressed,0
40013,Sep,Monday,Suppressed,0
40013,Sep,Tuesday,Suppressed,0
40013,Sep,Wednesday,Suppressed,0
40013,Sep,Thursday,Suppressed,0
40013,Sep,Friday,Suppressed,0
40013,Sep,Saturday,Suppressed,0
40013,Sep,Unknown,0,0
40013,Oct,Sunday,Suppressed,0
40013,Oct,Monday,Suppressed,0
40013,Oct,Tuesday,Suppressed,0
40013,Oct,Wednesday,Suppressed,0
40013,Oct,Thursday,Suppressed,0
40013,Oct,Friday,Suppressed,0
40013,Oct,Saturday,Suppressed,0
40013,Oct,Unknown,0,0
40013,Nov,Sunday,Suppressed,0
40013,Nov,Monday,Suppressed,0
40013,Nov,Tuesday,Suppressed,0
40013,Nov,Wednesday,Suppressed,0
40013,Nov,Thursday,Suppressed,0
40013,Nov,Friday,Suppressed,0
40013,Nov,Saturday,Suppressed,0
40013,Nov,Unknown,0,0
40013,Dec,Sunday,Suppressed,0
40013,Dec,Monday,Suppressed,0
40013,Dec,Tuesday,Suppressed,0
40013,Dec,Wednesday,Suppressed,0
40013,Dec,Thursday,11,0
40013,Dec,Friday,Suppressed,0
40013,Dec,Saturday,Suppressed,0
40013,Dec,Unknown,0,0
40015,Jan,Sunday,Suppressed,0
40015,Jan,Monday,Suppressed,0
40015,Jan,Tuesday,Suppressed,0
40015,Jan,Wednesday,Suppressed,0
40015,Jan,Thursday,Suppressed,0
40015,Jan,Friday,Suppressed,0
40015,Jan,Saturday,Suppressed,0
40015,Jan,Unknown,0,0
40015,Feb,Sunday,Suppressed,0
40015,Feb,Monday,Suppressed,0
40015,Feb,Tuesday,Suppressed,0
40015,Feb,Wednesday,Suppressed,0
40015,Feb,Thursday,0,0
40015,Feb,Friday,Suppressed,0
40015,Feb,Saturday,Suppressed,0
40015,Feb,Unknown,0,0
40015,Mar,Sunday,Suppressed,0
40015,Mar,Monday,Suppressed,0
40015,Mar,Tuesday,Suppressed,0
40015,Mar,Wednesday,Suppressed,0
40015,Mar,Thursday,Suppressed,0
40015,Mar,Friday,Suppressed,0
40015,Mar,Saturday,Suppressed,0
40015,Mar,Unknown,0,0
40015,Apr,Sunday,Suppressed,0
40015,Apr,Monday,Suppressed,0
40015,Apr,Tuesday,0,0
40015,Apr,Wednesday,Suppressed,0
40015,Apr,Thursday,Suppressed,0
40015,Apr,Friday,Suppressed,0
40015,Apr,Saturday,Suppressed,0
40015,Apr,Unknown,0,0
40015,May,Sunday,Suppressed,0
40015,May,Monday,Suppressed,0
40015,May,Tuesday,Suppressed,0
40015,May,Wednesday,Suppressed,0
40015,May,Thursday,Suppressed,0
40015,May,Friday,Suppressed,0
40015,May,Saturday,Suppressed,0
40015,May,Unknown,0,0
40015,Jun,Sunday,Suppressed,0
40015,Jun,Monday,0,0
40015,Jun,Tuesday,Suppressed,0
40015,Jun,Wednesday,Suppressed,0
40015,Jun,Thursday,Suppressed,0
40015,Jun,Friday,Suppressed,0
40015,Jun,Saturday,Suppressed,0
40015,Jun,Unknown,0,0
40015,Jul,Sunday,Suppressed,0
40015,Jul,Monday,Suppressed,0
40015,Jul,Tuesday,Suppressed,0
40015,Jul,Wednesday,Suppressed,0
40015,Jul,Thursday,Suppressed,0
40015,Jul,Friday,Suppressed,0
40015,Jul,Saturday,Suppressed,0
40015,Jul,Unknown,0,0
40015,Aug,Sunday,Suppressed,0
40015,Aug,Monday,Suppressed,0
40015,Aug,Tuesday,Suppressed,0
40015,Aug,Wednesday,Suppressed,0
40015,Aug,Thursday,Suppressed,0
40015,Aug,Friday,Suppressed,0
40015,Aug,Saturday,Suppressed,0
40015,Aug,Unknown,0,0
40015,Sep,Sunday,10,0
40015,Sep,Monday,Suppressed,0
40015,Sep,Tuesday,Suppressed,0
40015,Sep,Wednesday,Suppressed,0
40015,Sep,Thursday,Suppressed,0
40015,Sep,Friday,Suppressed,0
40015,Sep,Saturday,Suppressed,0
40015,Sep,Unknown,0,0
40015,Oct,Sunday,Suppressed,0
40015,Oct,Monday,Suppressed,0
40015,Oct,Tuesday,Suppressed,0
40015,Oct,Wednesday,0,0
40015,Oct,Thursday,Suppressed,0
40015,Oct,Friday,Suppressed,0
40015,Oct,Saturday,Suppressed,0
40015,Oct,Unknown,0,0
40015,Nov,Sunday,Suppressed,0
40015,Nov,Monday,Suppressed,0
40015,Nov,Tuesday,Suppressed,0
40015,Nov,Wednesday,Suppressed,0
40015,Nov,Thursday,Suppressed,0
40015,Nov,Friday,Suppressed,0
40015,Nov,Saturday,Suppressed,0
40015,Nov,Unknown,0,0
